id,name,code,binning project,project group,taxonomy,description,bin length,GC%,coverage,# contigs,# features,longest contig,RP Inventory (total: 55),RP multiple,BSCG Inventory (total: 51),BSCG multiple,ASCG Inventory (total: 38),ASCG multiple,curation status,completion status
461375,A3-16-all-fractions_metab_conc_50,wsip-metawrap-drep-bins_Actinobacteria_71_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,6314464,71.39,3.71,1190,6919,21194,42,3,47,8,11,6,Uncurated genome,near complete
461376,A3-16-all-fractions_metab_conc_58,wsip-metawrap-drep-bins_Micromonosporales_72_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Micromonosporales, Actinobacteria, Actinobacteria, Bacteria",,4350998,71.7,1.6,573,4563,39894,21,1,21,4,11,3,Uncurated genome,partial
461377,A3-16-all-fractions_conc_61,wsip-metawrap-drep-bins_Catenulispora_acidiphila_72_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Catenulispora acidiphila, Catenulispora, Catenulisporales, Actinobacteria, Actinobacteria, Bacteria",,6257709,71.53,1.23,899,6147,44907,33,2,35,7,10,4,Uncurated genome,partial
461378,A3-16-all-fractions_metab_maxb_64,wsip-metawrap-drep-bins_Arthrobacter_phenanthrenivorans_66_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Arthrobacter phenanthrenivorans, Arthrobacter, Micrococcales, Actinobacteria, Actinobacteria, Bacteria",,3915870,66.09,2.42,563,4083,57015,24,1,26,1,12,0,Uncurated genome,partial
461379,A3-16-all-fractions_metab_conc_65,wsip-metawrap-drep-bins_Rhizobiales_63_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Rhizobiales, Alphaproteobacteria, Proteobacteria, Bacteria",,3592585,62.52,2.63,200,3760,96914,47,0,49,2,11,0,Uncurated genome,near complete
461380,A3-16-all-fractions_metab_conc_66,wsip-metawrap-drep-bins_Actinobacteria_69_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2956632,69.14,2.04,245,3207,64731,40,1,42,0,12,2,Uncurated genome,near complete
461381,A3-16-all-fractions_metab_69,wsip-metawrap-drep-bins_Deltaproteobacteria_71_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Deltaproteobacteria, Proteobacteria, Bacteria",,4483247,70.64,1.46,452,4497,50604,33,10,36,12,12,1,Uncurated genome,partial
461382,A3-16-all-fractions_metab_72,wsip-metawrap-drep-bins_Actinobacteria_70_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3332414,69.85,0.98,588,3680,26108,27,1,32,2,11,1,Uncurated genome,partial
461383,A3-16-all-fractions_metab_conc_75,wsip-metawrap-drep-bins_Burkholderiales_69_9,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,6497424,68.88,9.09,877,6540,57944,26,6,26,7,10,2,Uncurated genome,partial
461384,A3-16-all-fractions_metab_maxbC_84,wsip-metawrap-drep-bins_Bacteria_73_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,5609358,72.53,1.82,165,4930,203412,27,2,29,2,10,0,Uncurated genome,partial
461385,A3-16-all-fractions_maxb_87,wsip-metawrap-drep-bins_Bacteria_53_0,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,3269326,52.53,0.48,730,3667,25374,36,1,37,1,8,2,Uncurated genome,partial
461386,A3-16-all-fractions_metab_94,wsip-metawrap-drep-bins_Burkholderiales_63_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,5567515,63.26,1.33,696,5468,58881,25,5,27,8,13,3,Uncurated genome,partial
461387,A3-16-all-fractions_metab_99,wsip-metawrap-drep-bins_Solirubrobacterales_71_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",,2255290,70.94,1.92,281,2501,47601,41,4,42,4,10,1,Uncurated genome,near complete
461388,A3-18-all-fractions_conc_100,wsip-metawrap-drep-bins_Bacteria_63_0,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,3202945,63.4,0.37,335,3306,35792,42,2,47,2,12,0,Uncurated genome,near complete
461389,A3-18-all-fractions_metab_conc_101,wsip-metawrap-drep-bins_Solirubrobacterales_70_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",,2592799,69.81,1.5,70,2615,173259,42,1,48,1,13,1,Uncurated genome,near complete
461390,A3-18-all-fractions_metab_conc_103,wsip-metawrap-drep-bins_Actinobacteria_72_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3137679,72.34,0.99,135,3382,118118,22,0,24,1,11,2,Uncurated genome,partial
461391,A3-18-all-fractions_metab_conc_126,wsip-metawrap-drep-bins_Deltaproteobacteria_69_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Deltaproteobacteria, Proteobacteria, Bacteria",,4303456,68.97,0.68,434,4265,36055,24,2,23,4,12,3,Uncurated genome,partial
461392,A3-18-all-fractions_metab_conc_127,wsip-metawrap-drep-bins_Actinobacteria_72_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4571789,71.88,1.06,442,4779,46914,24,0,28,1,13,2,Uncurated genome,partial
461393,A3-18-all-fractions_metab_131,wsip-metawrap-drep-bins_Proteobacteria_70_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Proteobacteria, Bacteria",,4804886,69.62,0.76,1499,5651,14843,25,7,27,10,12,3,Uncurated genome,partial
461394,A3-18-all-fractions_metab_conc_132,wsip-metawrap-drep-bins_Micrococcales_73_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Micrococcales, Actinobacteria, Actinobacteria, Bacteria",,3416132,72.63,0.62,193,3476,104252,24,2,22,5,10,1,Uncurated genome,partial
461395,A3-18-all-fractions_metab_conc_133,wsip-metawrap-drep-bins_Myxococcales_66_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Myxococcales, Deltaproteobacteria, Proteobacteria, Bacteria",,6209803,66.3,0.8,455,5663,62837,51,0,50,3,13,0,Uncurated genome,near complete
461396,A3-18-all-fractions_metab_134,wsip-metawrap-drep-bins_Bacteria_65_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,4963055,64.95,1.14,657,5071,39060,49,0,48,4,14,3,Uncurated genome,near complete
461397,A3-18-all-fractions_metab_138,wsip-metawrap-drep-bins_Bdellovibrionales_52_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Bdellovibrionales, Bdellovibrio, Bacteria",,3974026,52.49,2,240,3904,101839,50,2,50,1,11,1,Uncurated genome,near complete
461398,A3-18-all-fractions_metab_conc_140,wsip-metawrap-drep-bins_Deltaproteobacteria_69_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Deltaproteobacteria, Proteobacteria, Bacteria",,7379846,69.1,0.68,609,7105,89852,24,0,23,4,12,1,Uncurated genome,partial
461399,A3-18-all-fractions_metab_conc_17,wsip-metawrap-drep-bins_Actinobacteria_67_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3895225,67.3,0.98,126,3967,198599,51,1,50,2,13,2,Uncurated genome,near complete
461400,A3-18-all-fractions_metab_22,wsip-metawrap-drep-bins_Conexibacter_woesei_74_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Conexibacter woesei, Conexibacter, Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",,2407782,73.87,2.07,545,2902,23457,32,1,35,1,11,1,Uncurated genome,partial
461401,A3-18-all-fractions_metab_conc_27,wsip-metawrap-drep-bins_Mycobacterium_68_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Mycobacterium, Corynebacteriales, Actinobacteria, Actinobacteria, Bacteria",,3616948,68.39,0.76,139,3524,106717,48,3,48,2,11,0,Uncurated genome,near complete
461402,A3-18-all-fractions_metab_conc_38,wsip-metawrap-drep-bins_Sphingomonadales_68_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Sphingomonadales, Alphaproteobacteria, Proteobacteria, Bacteria",,3238418,68.26,1.09,432,3416,34602,26,2,30,5,8,2,Uncurated genome,partial
461403,A3-18-all-fractions_metab_conc_43,wsip-metawrap-drep-bins_Burkholderiales_70_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,5540234,69.95,2.55,428,5577,87736,48,16,49,12,12,1,Uncurated genome,megabin
461404,A3-18-all-fractions_metab_46,wsip-metawrap-drep-bins_Solirubrobacterales_71_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",,2609397,70.51,1.18,488,2937,33766,33,3,34,6,10,3,Uncurated genome,partial
461405,A3-18-all-fractions_conc_47,wsip-metawrap-drep-bins_Burkholderia_graminis_63_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderia graminis, Burkholderia, Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,5614995,63.25,2.57,1225,5917,26974,42,2,47,6,12,1,Uncurated genome,near complete
461406,A3-18-all-fractions_metab_conc_49,wsip-metawrap-drep-bins_Solirubrobacterales_68_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",,2667142,67.94,0.64,114,2669,90704,42,0,44,2,10,1,Uncurated genome,near complete
461407,A3-18-all-fractions_metab_72,wsip-metawrap-drep-bins_Gemmatimonadetes_69_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,5798656,68.62,1.26,991,5819,59668,22,2,23,8,8,2,Uncurated genome,partial
461408,A3-18-all-fractions_metab_conc_79,wsip-metawrap-drep-bins_Propionibacteriales_71_0,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,3142145,70.82,0.3,218,3183,60767,27,3,27,2,11,0,Uncurated genome,partial
461409,A3-18-all-fractions_metab_conc_92,wsip-metawrap-drep-bins_Burkholderiales_69_9,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,6689467,68.95,8.54,785,6581,67541,42,13,42,14,13,3,Uncurated genome,megabin
461410,H1-16-all-fractions_metab_conc_1,wsip-metawrap-drep-bins_Actinobacteria_71_6,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3190104,70.8,6.14,310,3446,63763,48,1,51,2,13,3,Uncurated genome,near complete
461411,H1-16-all-fractions_metab_conc_12,wsip-metawrap-drep-bins_Actinobacteria_70_7,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4026304,69.7,7.36,577,4558,30846,48,11,48,12,13,2,Uncurated genome,megabin
461412,H1-16-all-fractions_metab_conc_2,wsip-metawrap-drep-bins_Bradyrhizobium_62_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Bradyrhizobium, Rhizobiales, Alphaproteobacteria, Proteobacteria, Bacteria",,5024840,62.33,3.48,820,5359,27860,45,6,44,6,10,2,Uncurated genome,near complete
461413,H1-16-all-fractions_metab_conc_20,wsip-metawrap-drep-bins_Bacteria_65_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,3126185,64.8,1.84,282,3109,65397,49,0,47,3,12,0,Uncurated genome,near complete
461414,H1-16-all-fractions_metab_conc_21,wsip-metawrap-drep-bins_Actinobacteria_69_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2643828,69.07,3.01,397,3072,33426,47,4,49,8,13,1,Uncurated genome,near complete
461415,H1-16-all-fractions_metab_conc_28,wsip-metawrap-drep-bins_Actinobacteria_70_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3173154,70.34,3.89,258,3473,59607,37,0,39,0,12,1,Uncurated genome,partial
461416,H1-16-all-fractions_metab_31,wsip-metawrap-drep-bins_Corynebacterium_durum_57_0,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Corynebacterium durum, Corynebacterium, Corynebacteriales, Actinobacteria, Actinobacteria, Bacteria",,2747925,57.28,0.17,82,2581,220502,50,0,51,0,13,0,Uncurated genome,near complete
461417,H1-16-all-fractions_metab_conc_37,wsip-metawrap-drep-bins_Actinobacteria_70_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3023131,70.31,2.27,107,3187,92300,47,1,51,2,12,2,Uncurated genome,near complete
461418,H1-16-all-fractions_metab_conc_39,wsip-metawrap-drep-bins_Actinobacteria_66_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,5001333,66.21,1.77,319,5172,72808,37,1,51,5,14,2,Uncurated genome,near complete
461419,H1-16-all-fractions_metab_conc_42,wsip-metawrap-drep-bins_Ktedonobacter_racemifer_53_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Ktedonobacter racemifer, Ktedonobacter, Ktedonobacterales, Ktedonobacteria, Chloroflexi, Bacteria",,6485173,53.07,2.24,473,6049,92873,47,1,46,5,12,3,Uncurated genome,near complete
461420,H1-16-all-fractions_metab_48,wsip-metawrap-drep-bins_Actinobacteria_68_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2498950,67.98,4.7,144,2664,175226,44,8,49,11,13,1,Uncurated genome,megabin
461421,H1-16-all-fractions_conc_50,wsip-metawrap-drep-bins_Massilia_sp__JS1662_67_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Massilia sp. JS1662, Massilia, Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,6971725,66.53,1.76,472,6355,98940,32,1,36,5,13,2,Uncurated genome,partial
461422,H1-16-all-fractions_metab_conc_51,wsip-metawrap-drep-bins_Actinobacteria_75_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3963092,74.66,1.58,222,3785,75921,18,0,21,2,12,4,Uncurated genome,partial
461423,H1-16-all-fractions_metab_maxb_54,wsip-metawrap-drep-bins_Actinobacteria_74_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3405348,74.38,0.89,533,3746,33956,18,0,22,2,10,4,Uncurated genome,partial
461424,H1-16-all-fractions_metab_conc_57,wsip-metawrap-drep-bins_Solirubrobacterales_72_6,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Solirubrobacterales, Thermoleophilia, Actinobacteria, Bacteria",,2664009,71.83,6.23,53,2795,221271,49,1,50,0,11,0,Uncurated genome,near complete
461425,H1-16-all-fractions_metab_conc_6,wsip-metawrap-drep-bins_Bacteria_69_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,7516630,68.58,2.7,109,6364,357238,51,1,50,4,12,1,Uncurated genome,near complete
461426,H1-16-all-fractions_metab_conc_65,wsip-metawrap-drep-bins_Bacteria_66_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,7136862,66.17,2.58,259,5864,191841,49,5,48,4,14,0,Uncurated genome,near complete
461427,H1-16-all-fractions_metab_conc_68,wsip-metawrap-drep-bins_Ktedonobacter_racemifer_52_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Ktedonobacter racemifer, Ktedonobacter, Ktedonobacterales, Ktedonobacteria, Chloroflexi, Bacteria",,6314257,52,2.33,1192,6578,32107,42,2,43,7,14,4,Uncurated genome,near complete
461428,H1-16-all-fractions_metab_74,wsip-metawrap-drep-bins_Sphingomonadales_70_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Sphingomonadales, Alphaproteobacteria, Proteobacteria, Bacteria",,2545672,70.38,2.59,502,2854,71326,23,0,24,4,9,5,Uncurated genome,partial
461429,H1-16-all-fractions_conc_93,wsip-metawrap-drep-bins_Chloroflexi_54_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Chloroflexi, Bacteria",,7976920,53.73,1.16,896,7680,44870,45,0,46,4,13,3,Uncurated genome,near complete
461430,H1-16-all-fractions_metab_conc_94,wsip-metawrap-drep-bins_Propionibacteriales_69_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,4129197,69.27,4.13,442,4487,108036,50,12,49,13,12,1,Uncurated genome,megabin
461431,H1-16-all-fractions_metab_conc_99,wsip-metawrap-drep-bins_Alphaproteobacteria_63_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Alphaproteobacteria, Proteobacteria, Bacteria",,5962518,63.02,2.52,776,6338,42147,45,2,51,6,11,3,Uncurated genome,near complete
461432,H1-18-all-fractions_metab_conc_10,wsip-metawrap-drep-bins_Actinobacteria_67_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3593456,67.31,1.25,34,3578,429298,46,1,49,0,12,1,Uncurated genome,near complete
461433,H1-18-all-fractions_metab_maxb_101,wsip-metawrap-drep-bins_Bacteria_63_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,5050636,62.55,1.21,549,4322,51723,45,0,48,1,14,0,Uncurated genome,near complete
461434,H1-18-all-fractions_metab_conc_103,wsip-metawrap-drep-bins_Sphingomonadales_66_4,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Sphingomonadales, Alphaproteobacteria, Proteobacteria, Bacteria",,2194343,65.78,3.85,184,2393,54614,30,1,32,2,10,0,Uncurated genome,partial
461435,H1-18-all-fractions_metab_conc_105,wsip-metawrap-drep-bins_Acidobacteria_57_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteria, Bacteria",,3973080,56.58,1.06,528,3963,69193,35,1,36,3,8,0,Uncurated genome,partial
461436,H1-18-all-fractions_conc_108,wsip-metawrap-drep-bins_Bacteria_69_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,6933267,68.93,1.01,668,6442,67373,51,3,50,7,12,1,Uncurated genome,near complete
461437,H1-18-all-fractions_conc_118,wsip-metawrap-drep-bins_Deltaproteobacteria_70_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Deltaproteobacteria, Proteobacteria, Bacteria",,4813784,70.01,0.77,558,4808,43280,39,1,38,2,11,2,Uncurated genome,partial
461438,H1-18-all-fractions_conc_122,wsip-metawrap-drep-bins_Actinobacteria_70_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4667634,70.45,1.67,408,5203,44937,19,3,22,8,11,4,Uncurated genome,partial
461439,H1-18-all-fractions_conc_125,wsip-metawrap-drep-bins_Pseudonocardiales_71_0,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Pseudonocardiales, Actinobacteria, Actinobacteria, Bacteria",,10371010,70.62,0.45,836,9701,83704,31,3,47,3,12,3,Uncurated genome,near complete
461440,H1-18-all-fractions_metab_conc_14,wsip-metawrap-drep-bins_Actinobacteria_70_5,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,4276527,69.79,5.16,802,4991,27219,47,19,47,16,10,3,Uncurated genome,megabin
461441,H1-18-all-fractions_metab_conc_17,wsip-metawrap-drep-bins_Bacteria_55_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,3411861,54.9,1.7,399,3731,61848,41,4,42,3,14,0,Uncurated genome,near complete
461442,H1-18-all-fractions_metab_conc_19,wsip-metawrap-drep-bins_Rhizobiales_64_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Rhizobiales, Alphaproteobacteria, Proteobacteria, Bacteria",,2604427,63.56,0.86,223,2726,39001,25,1,25,1,10,0,Uncurated genome,partial
461443,H1-18-all-fractions_metab_conc_2,wsip-metawrap-drep-bins_Burkholderia_graminis_63_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderia graminis, Burkholderia, Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,6080508,63.32,0.8,775,6004,38493,48,2,51,4,12,1,Uncurated genome,near complete
461444,H1-18-all-fractions_metab_conc_20,wsip-metawrap-drep-bins_Bacteria_57_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,3502274,56.84,0.77,155,3179,113849,48,2,48,2,14,1,Uncurated genome,near complete
461445,H1-18-all-fractions_metab_maxbC_21,wsip-metawrap-drep-bins_Verrucomicrobia_59_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Verrucomicrobia, Bacteria",,2052034,59.37,1.22,260,2087,42170,43,0,45,3,13,1,Uncurated genome,near complete
461446,H1-18-all-fractions_metab_conc_22,wsip-metawrap-drep-bins_Bacteria_59_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,2680896,58.6,0.79,260,2614,44256,46,2,48,3,10,0,Uncurated genome,near complete
461447,H1-18-all-fractions_metab_conc_23,wsip-metawrap-drep-bins_RIF_CHLX_70_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"RIF-CHLX, Bacteria",,2606019,69.8,1.82,319,2695,45021,44,3,47,4,11,0,Uncurated genome,near complete
461448,H1-18-all-fractions_conc_24,wsip-metawrap-drep-bins_Gemmatimonadetes_68_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,4253190,67.97,2.32,812,4438,33687,46,14,47,15,12,1,Uncurated genome,megabin
461449,H1-18-all-fractions_metab_conc_27,wsip-metawrap-drep-bins_Propionibacteriales_69_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Propionibacteriales, Actinobacteria, Actinobacteria, Bacteria",,3916357,69.34,3.32,391,4228,136375,38,5,38,5,10,2,Uncurated genome,partial
461450,H1-18-all-fractions_metab_maxb_28,wsip-metawrap-drep-bins_Actinobacteria_74_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,3823048,73.93,1.02,428,4083,50391,24,0,27,1,11,4,Uncurated genome,partial
461451,H1-18-all-fractions_conc_3,wsip-metawrap-drep-bins_Bacteria_68_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,4313864,68.42,1.55,438,4314,70699,35,1,35,1,12,0,Uncurated genome,partial
461452,H1-18-all-fractions_conc_32,wsip-metawrap-drep-bins_Gemmatimonadetes_61_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,2751470,61.47,1.49,513,2952,29636,27,0,27,1,10,1,Uncurated genome,partial
461453,H1-18-all-fractions_metab_conc_36,wsip-metawrap-drep-bins_Alphaproteobacteria_64_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Alphaproteobacteria, Proteobacteria, Bacteria",,4029404,64.23,0.87,386,4071,48542,39,3,42,4,8,1,Uncurated genome,near complete
461454,H1-18-all-fractions_metab_conc_37,wsip-metawrap-drep-bins_Gemmatimonadetes_69_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,4706290,68.6,1.79,282,4346,96314,24,1,27,2,13,1,Uncurated genome,partial
461455,H1-18-all-fractions_metab_conc_40,wsip-metawrap-drep-bins_Bacteria_65_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,Bacteria,,3148417,64.72,1.77,363,3251,46585,50,1,49,2,14,0,Uncurated genome,near complete
461456,H1-18-all-fractions_metab_conc_44,wsip-metawrap-drep-bins_Gemmatimonadetes_61_2,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Gemmatimonadetes, Bacteria",,2902539,60.78,1.5,146,2828,77906,31,7,27,5,13,0,Uncurated genome,partial
461457,H1-18-all-fractions_metab_maxb_45,wsip-metawrap-drep-bins_Sphingobacteriales_37_0,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Sphingobacteriales, Sphingobacteriia, Bacteroidetes, Bacteria",,3620094,36.89,0.38,619,3590,49168,43,2,45,1,11,1,Uncurated genome,near complete
461458,H1-18-all-fractions_metab_conc_47,wsip-metawrap-drep-bins_Burkholderiales_71_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,6407978,70.55,1.09,491,5960,97423,51,6,51,6,14,1,Uncurated genome,near complete
461459,H1-18-all-fractions_metab_conc_5,wsip-metawrap-drep-bins_Alphaproteobacteria_63_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Alphaproteobacteria, Proteobacteria, Bacteria",,5243836,62.98,2.6,710,5590,41571,44,3,49,1,12,0,Uncurated genome,near complete
461460,H1-18-all-fractions_conc_53,wsip-metawrap-drep-bins_Chloroflexi_64_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Chloroflexi, Bacteria",,8784585,64.36,0.82,967,8011,45044,48,1,50,5,14,3,Uncurated genome,near complete
461461,H1-18-all-fractions_conc_55,wsip-metawrap-drep-bins_Burkholderiales_64_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Burkholderiales, Betaproteobacteria, Proteobacteria, Bacteria",,4935414,63.72,2.76,373,4762,76258,45,1,51,0,13,2,Uncurated genome,near complete
461462,H1-18-all-fractions_metab_conc_56,wsip-metawrap-drep-bins_Chloroflexi_54_1,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Chloroflexi, Bacteria",,7909950,53.57,1.19,665,7402,65524,48,0,48,4,14,1,Uncurated genome,near complete
461463,H1-18-all-fractions_metab_conc_57,wsip-metawrap-drep-bins_Acidobacteria_55_7,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Acidobacteria, Bacteria",,5425631,54.94,6.57,17,4849,1050464,52,3,50,0,13,0,Uncurated genome,near complete
461464,H1-18-all-fractions_metab_conc_61,wsip-metawrap-drep-bins_Actinobacteria_70_3,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Actinobacteria, Actinobacteria, Bacteria",,2433400,69.78,2.56,230,2606,60199,32,7,36,6,11,3,Uncurated genome,partial
461465,H1-18-all-fractions_metab_conc_62,wsip-metawrap-drep-bins_Sphingomonadales_68_7,wsip-metawrap-drep-bins,Grassland Soil 18O-H2O SIP,"Sphingomonadales, Alphaproteobacteria, Proteobacteria, Bacteria",,3602972,67.67,7.03,53,3495,219211,50,3,51,2,12,0,Uncurated genome,near complete
