genomesize,mingt,rrn,gramstain,kE,yEV,aX,gV,sav,yield,rho,Vmax,KD,BGE
2.785891,6.78,3,2,1.012740988330837,1.2687762783132508,0.0020559316279491623,0.25165153039833005,6.594023235112028,0.35666666666666663,0.0018239740592093131,0.02065595276384939,0.002321778348354196,0.505849346426664
8.015544,4.04,14,1,1.3991161579189044,1.9773319509261735,0.0056232905596183365,0.2674845648309098,1.2320502977655905,0.35666666666666663,0.005297378106577137,0.06578683042227729,0.019670268948330325,0.338304754125196
6.632341,8.33,12,2,0.8758086875903657,1.8726789939300528,0.00210264585676827,0.24747385534105326,1.664215784202945,0.35666666666666663,0.002816854689451258,0.030213903085675134,0.008427945153616605,0.3503561556903685
6.679185,7.0,3,2,0.9907577927636582,1.2687762783132508,0.00771776987316121,0.25094098993280134,1.6457272122219626,0.14285714285714285,0.001596035767661399,0.017065935988841794,0.00570716292568206,0.683656986211682
5.37721,1.31,20,1,2.2477286136540786,2.2709811740999424,0.003288109736099957,0.3663924020655212,2.321819453741311,0.14285714285714285,0.010898589440222182,0.1309678130800619,0.022964728322006717,0.438792470930556
6.972827,6.09,3,2,1.088478186013862,1.2687762783132508,0.0014642657984479742,0.2542297809368883,1.5370870279404814,0.14285714285714285,0.0014943932667614767,0.015886698812759288,0.005718369865606451,0.6822635779324587
7.193102,5.73,3,2,1.1326637389803507,1.2687762783132508,0.0019041073205517832,0.2558346230302514,1.463046917347435,0.14285714285714285,0.001587376343132605,0.016813995998934118,0.006240870368349934,0.6822302257281976
6.793945,5.32,3,2,1.1875567207318467,1.2687762783132508,0.0016860900166012288,0.25794212383275567,1.6018214822176178,0.14285714285714285,0.0018980656927521306,0.02016572384498468,0.006704087895258928,0.6851901808406811
7.244804,2.43,10,2,1.8018828768112505,1.7623578889729934,0.0017873995942098266,0.2956261271007896,1.4465087859075414,0.14285714285714285,0.0040532952869716254,0.041787467416713096,0.014197978118455043,0.5102519352797538
5.642219,2.9,3,2,1.6624263683109595,1.2687762783132508,0.007238338033028915,0.28384083070483,2.1511220229006907,0.14285714285714285,0.0014663318930864652,0.01553681520350053,0.004371913505367461,0.6783661935863051
4.904121,6.24,5,2,1.071066953253495,1.4398745025029083,0.0021327161877211513,0.2536184150270583,2.687285910756417,0.14285714285714285,0.0013559039712182249,0.014817186749828362,0.003551262075724885,0.6049698771055203
6.067264,6.09,3,2,1.088478186013862,1.2687762783132508,0.0024626534989937664,0.2542297809368883,1.916888564603415,0.14285714285714285,0.0012272652308744265,0.013190264823561549,0.004179972154976227,0.6805525874076762
5.236918,2.72,9,1,1.7132422293119067,1.7043361957598753,0.003851715463282132,0.28781928729354134,2.421322348681541,0.14285714285714285,0.0029753879752012235,0.037668822904039626,0.0069074504225021495,0.5252536327596962
4.705879,3.6,7,1,1.4902886097811696,1.58023989156911,0.002592986620307021,0.27246639527129346,2.8691878801728037,0.14285714285714285,0.002256171496236097,0.0291179176756847,0.004857019796874169,0.5610622160847922
5.093035,2.24,9,1,1.8650105792362643,1.7043361957598753,0.0029826213775415965,0.3019879542099821,2.5307984038325233,0.14285714285714285,0.003579570981001907,0.044955564440463426,0.007767395870999608,0.5280236843257413
6.306952,4.7,4,2,1.281439026953949,1.3597733711048157,0.0024085477529506433,0.26187310585119505,1.8025525095001214,0.14285714285714285,0.0016752743920585842,0.017854016839500934,0.005519879615305572,0.6392595290557814
6.069513,5.01,4,2,1.2327180846114631,1.3597733711048157,0.0027899731177951355,0.2597785953516882,1.9157612512114506,0.14285714285714285,0.0015256230514725543,0.016332010614058028,0.00490339818187565,0.6384154787502176
7.106298,5.12,3,2,1.2163061986697106,1.2687762783132508,0.002628226560249605,0.2590999722798956,1.4915155391345418,0.14285714285714285,0.0013760112693489463,0.014555104984186716,0.005488225569360529,0.6793801035891911
7.372737,4.16,10,1,1.3761459723751228,1.7623578889729934,0.005978462043446118,0.26632213159434154,1.406870904819919,0.14285714285714285,0.001967024010358023,0.024629804427501404,0.00769210138969715,0.5019743597642169
7.485871,4.36,8,1,1.339486861729633,1.643835616438356,0.0016965739298848562,0.264536853613385,1.373271716118754,0.14285714285714285,0.0013497537785906986,0.01690362430305869,0.005767722439494965,0.5299820751238539
6.657122,3.83,7,1,1.4412048173616492,1.58023989156911,0.001384076707622303,0.26970810454414107,1.6543931908633818,0.14285714285714285,0.0017043567168239901,0.021466757642775895,0.0059870274326562795,0.5551328634256038
7.371174,1.43,23,1,2.190244495183127,2.411300309566033,0.01,0.352352262187274,1.4073444517810836,0.14285714285714285,0.0033308725536488858,0.039274168928645416,0.012180626124683255,0.3714309810213621
6.208105,0.96,8,2,2.431609474667157,1.643835616438356,0.0015242966490819094,0.43418218383357904,1.8483217029468217,0.14285714285714285,0.018761645176075783,0.18312562758181009,0.04825042966544258,0.5899136325667083
8.179139,7.05,3,2,0.985893884622813,1.2687762783132508,0.0018572364484290543,0.2507859554172338,1.1931650486240597,0.14285714285714285,0.0012305686574784842,0.012949470990406218,0.005992345842533939,0.675276849015858
6.640086,6.11,3,1,1.08612411058435,1.2687762783132508,0.004200386658945177,0.2541464445132815,1.6611356616006563,0.14285714285714285,0.0009144922037786544,0.011671536892129972,0.003764235695984336,0.678205535815653
6.572728,4.74,3,1,1.274937838029642,1.2687762783132508,0.003334125660012262,0.26158646041813804,1.6882382789122592,0.14285714285714285,0.0010621696110071337,0.013482102162965586,0.004128630218343351,0.6790457549754703
2.934896,6.3,3,2,1.0642571720425118,1.2687762783132508,0.004072803647943618,0.25338241454647425,6.070606278803607,0.14285714285714285,0.0005224786165629165,0.005897378626235834,0.0016119856913365763,0.671341685011968
2.785891,6.78,3,2,1.012740988330837,1.2687762783132508,0.0020559316279491623,0.25165153039833005,6.594023235112028,0.14285714285714285,0.0007822822076164387,0.00885910862982874,0.0017629036570902278,0.676992349386418
8.015544,4.04,14,1,1.3991161579189044,1.9773319509261735,0.0056232905596183365,0.2674845648309098,1.2320502977655905,0.14285714285714285,0.0022719866101541942,0.028215240603332255,0.009758434122960924,0.45188770085563507
6.632341,8.33,12,2,0.8758086875903657,1.8726789939300528,0.00210264585676827,0.24747385534105326,1.664215784202945,0.14285714285714285,0.0012081176779202062,0.01295840732341178,0.004577099073101295,0.46821653845695743
6.679185,7.0,3,2,0.9907577927636582,1.2687762783132508,0.00771776987316121,0.25094098993280134,1.6457272122219626,0.1,1.688926738266031e-5,0.00018059191522583915,0.0014874105114977161,0.17755627660164747
5.37721,1.31,20,1,2.2477286136540786,2.2709811740999424,0.003288109736099957,0.3663924020655212,2.321819453741311,0.1,0.001027476445542832,0.01234713389306981,0.00385069750282021,0.40117226652870075
6.972827,6.09,3,2,1.088478186013862,1.2687762783132508,0.0014642657984479742,0.2542297809368883,1.5370870279404814,0.1,0.00031739326019712775,0.0033741661195240964,0.002560221612645478,0.6994528011803471
7.193102,5.73,3,2,1.1326637389803507,1.2687762783132508,0.0019041073205517832,0.2558346230302514,1.463046917347435,0.1,0.0002842409429851772,0.0030107706334179555,0.0024934675132610366,0.69529831241809
6.793945,5.32,3,2,1.1875567207318467,1.2687762783132508,0.0016860900166012288,0.25794212383275567,1.6018214822176178,0.1,0.00030975377624774356,0.003290934099702361,0.002488524296332961,0.6994583559634182
7.244804,2.43,10,2,1.8018828768112505,1.7623578889729934,0.0017873995942098266,0.2956261271007896,1.4465087859075414,0.1,0.0004588636173930142,0.0047306566886845015,0.0031656095092948817,0.501809510969498
5.642219,2.9,3,2,1.6624263683109595,1.2687762783132508,0.007238338033028915,0.28384083070483,2.1511220229006907,0.1,0.00045619214451578916,0.0048336758410890525,0.0025907372892126765,0.7050603740013734
4.904121,6.24,5,2,1.071066953253495,1.4398745025029083,0.0021327161877211513,0.2536184150270583,2.687285910756417,0.1,0.000620612762945655,0.006781995925294571,0.0026939158127178213,0.6293461363712265
6.067264,6.09,3,2,1.088478186013862,1.2687762783132508,0.0024626534989937664,0.2542297809368883,1.916888564603415,0.1,4.781552847562702e-5,0.0005139064216972033,0.001567678782694419,0.6233941388414284
5.236918,2.72,9,1,1.7132422293119067,1.7043361957598753,0.003851715463282132,0.28781928729354134,2.421322348681541,0.1,0.00024043539193545235,0.0030439452851749186,0.0019741899956089762,0.5154377460558679
4.705879,3.6,7,1,1.4902886097811696,1.58023989156911,0.002592986620307021,0.27246639527129346,2.8691878801728037,0.1,8.847731357788616e-5,0.0011418791245366548,0.0015998952930075007,0.528427303263766
5.093035,2.24,9,1,1.8650105792362643,1.7043361957598753,0.0029826213775415965,0.3019879542099821,2.5307984038325233,0.1,0.0002738469602952279,0.0034392235091064917,0.00202288368285762,0.5172727599344757
6.306952,4.7,4,2,1.281439026953949,1.3597733711048157,0.0024085477529506433,0.26187310585119505,1.8025525095001214,0.1,8.066135961763554e-5,0.0008596378478278228,0.0016759511205939937,0.6074720176251366
6.069513,5.01,4,2,1.2327180846114631,1.3597733711048157,0.0027899731177951355,0.2597785953516882,1.9157612512114506,0.1,5.757068118764358e-5,0.0006163022873229446,0.0015955981727426099,0.584738747402482
7.106298,5.12,3,2,1.2163061986697106,1.2687762783132508,0.002628226560249605,0.2590999722798956,1.4915155391345418,0.1,2.2594602123956425e-5,0.00023900008184214643,0.0015141245552644548,0.34637175894118916
7.372737,4.16,10,1,1.3761459723751228,1.7623578889729934,0.005978462043446118,0.26632213159434154,1.406870904819919,0.1,3.450919316417584e-5,0.0004321018320614281,0.0015654082419326845,0.3103178068996314
7.485871,4.36,8,1,1.339486861729633,1.643835616438356,0.0016965739298848562,0.264536853613385,1.373271716118754,0.1,0.00014345209241060564,0.0017965204573299088,0.002002405472194495,0.5148530398934434
6.657122,3.83,7,1,1.4412048173616492,1.58023989156911,0.001384076707622303,0.26970810454414107,1.6543931908633818,0.1,0.0001381910851478911,0.0017405479169818295,0.001887975691497447,0.542705048642413
7.371174,1.43,23,1,2.190244495183127,2.411300309566033,0.01,0.352352262187274,1.4073444517810836,0.1,0.00038067114898844405,0.004488476448988047,0.002910114742602795,0.3587255031310126
6.208105,0.96,8,2,2.431609474667157,1.643835616438356,0.0015242966490819094,0.43418218383357904,1.8483217029468217,0.1,0.0016778707068035254,0.01637708864552773,0.006394301355432485,0.5564741097151653
8.179139,7.05,3,2,0.985893884622813,1.2687762783132508,0.0018572364484290543,0.2507859554172338,1.1931650486240597,0.1,0.0004017610000443454,0.004227795323351802,0.003272204491465421,0.6932815898483582
6.640086,6.11,3,1,1.08612411058435,1.2687762783132508,0.004200386658945177,0.2541464445132815,1.6611356616006563,0.1,2.4716005507531194e-5,0.0003154469430305397,0.0015126496565406392,0.5232122062277127
6.572728,4.74,3,1,1.274937838029642,1.2687762783132508,0.003334125660012262,0.26158646041813804,1.6882382789122592,0.1,1.7484273432216197e-5,0.00022192760762083276,0.0014879245622909615,0.38763333573653913
2.934896,6.3,3,2,1.0642571720425118,1.2687762783132508,0.004072803647943618,0.25338241454647425,6.070606278803607,0.1,0.0001393276310834444,0.0015726343003295556,0.0015567818483098821,0.6909820661549251
2.785891,6.78,3,2,1.012740988330837,1.2687762783132508,0.0020559316279491623,0.25165153039833005,6.594023235112028,0.1,0.00029801226956816706,0.0033748985256490433,0.0016783888819323794,0.7048876862061481
8.015544,4.04,14,1,1.3991161579189044,1.9773319509261735,0.0056232905596183365,0.2674845648309098,1.2320502977655905,0.1,9.179743879410887e-5,0.001140009721346758,0.0018386513373565428,0.37587998535863276
6.632341,8.33,12,2,0.8758086875903657,1.8726789939300528,0.00210264585676827,0.24747385534105326,1.664215784202945,0.1,0.0005795555703603106,0.0062163788218130575,0.0033352231883727276,0.4846065857649873
6.679185,7.0,3,2,0.9907577927636582,1.2687762783132508,0.00771776987316121,0.25094098993280134,1.6457272122219626,0.11888888888888886,1.9168147092552687e-5,0.00020495929849086413,0.001329140525302485,0.1695365341435124
5.37721,1.31,20,1,2.2477286136540786,2.2709811740999424,0.003288109736099957,0.3663924020655212,2.321819453741311,0.11888888888888886,0.001166114503138145,0.014013140610041403,0.0037137705015525325,0.3926740314353816
6.972827,6.09,3,2,1.088478186013862,1.2687762783132508,0.0014642657984479742,0.2542297809368883,1.5370870279404814,0.11888888888888886,0.0003602193369198171,0.003829444524050046,0.002411640247106977,0.6845208370132139
7.193102,5.73,3,2,1.1326637389803507,1.2687762783132508,0.0019041073205517832,0.2558346230302514,1.463046917347435,0.11888888888888886,0.00032259375622529574,0.003417015851294023,0.002344283287493437,0.6804441704615968
6.793945,5.32,3,2,1.1875567207318467,1.2687762783132508,0.0016860900166012288,0.25794212383275567,1.6018214822176178,0.11888888888888886,0.0003515490524879813,0.003734981954264975,0.002339295428080222,0.6845457955150089
7.244804,2.43,10,2,1.8018828768112505,1.7623578889729934,0.0017873995942098266,0.2956261271007896,1.4465087859075414,0.11888888888888886,0.0005207783803956024,0.005368967238103469,0.0030224954377418138,0.4910595639874653
5.642219,2.9,3,2,1.6624263683109595,1.2687762783132508,0.007238338033028915,0.28384083070483,2.1511220229006907,0.11888888888888886,0.0005177464439649562,0.005485886830996403,0.0024424315125583943,0.6898950969601119
4.904121,6.24,5,2,1.071066953253495,1.4398745025029083,0.0021327161877211513,0.2536184150270583,2.687285910756417,0.11888888888888886,0.000704352442182963,0.007697094997181735,0.002546541847426317,0.6160305555827299
6.067264,6.09,3,2,1.088478186013862,1.2687762783132508,0.0024626534989937664,0.2542297809368883,1.916888564603415,0.11888888888888886,5.426730848431818e-5,0.0005832481456840895,0.0014101337040151195,0.6072287197025006
5.236918,2.72,9,1,1.7132422293119067,1.7043361957598753,0.003851715463282132,0.28781928729354134,2.421322348681541,0.11888888888888886,0.0002728774939998829,0.0034546667801480797,0.001820316143793775,0.5043491329675356
4.705879,3.6,7,1,1.4902886097811696,1.58023989156911,0.002592986620307021,0.27246639527129346,2.8691878801728037,0.11888888888888886,0.00010041561440113184,0.0012959536091840976,0.0014426411635428146,0.5162824111398873
5.093035,2.24,9,1,1.8650105792362643,1.7043361957598753,0.0029826213775415965,0.3019879542099821,2.5307984038325233,0.11888888888888886,0.0003107973067663368,0.003903280149048981,0.0018694495866187957,0.5066945752704219
6.306952,4.7,4,2,1.281439026953949,1.3597733711048157,0.0024085477529506433,0.26187310585119505,1.8025525095001214,0.11888888888888886,9.154504874637073e-5,0.0009756293354918545,0.0015193838558172571,0.5930857223522282
6.069513,5.01,4,2,1.2327180846114631,1.3597733711048157,0.0027899731177951355,0.2597785953516882,1.9157612512114506,0.11888888888888886,6.533873022557278e-5,0.0006994603513122953,0.0014383052357300528,0.5701436459772465
7.106298,5.12,3,2,1.2163061986697106,1.2687762783132508,0.002628226560249605,0.2590999722798956,1.4915155391345418,0.11888888888888886,2.564330631974878e-5,0.0002712485165926,0.0013560958251822403,0.33417175078441047
7.372737,4.16,10,1,1.3761459723751228,1.7623578889729934,0.005978462043446118,0.26632213159434154,1.406870904819919,0.11888888888888886,3.916554079162454e-5,0.0004904056101579891,0.0014078426578651554,0.30191030542717184
7.485871,4.36,8,1,1.339486861729633,1.643835616438356,0.0016965739298848562,0.264536853613385,1.373271716118754,0.11888888888888886,0.0001628081754975348,0.0020389261180289004,0.0018487864360211095,0.5034696777284071
6.657122,3.83,7,1,1.4412048173616492,1.58023989156911,0.001384076707622303,0.26970810454414107,1.6543931908633818,0.11888888888888886,0.00015683729714136444,0.0019754011668141826,0.0017333232331905469,0.5306816435799014
7.371174,1.43,23,1,2.190244495183127,2.411300309566033,0.01,0.352352262187274,1.4073444517810836,0.11888888888888886,0.00043203535194148756,0.005094109462912034,0.002764693282664567,0.3510070557431521
6.208105,0.96,8,2,2.431609474667157,1.643835616438356,0.0015242966490819094,0.43418218383357904,1.8483217029468217,0.11888888888888886,0.00190426688035709,0.01858685974902264,0.006280345791356861,0.544715966259227
8.179139,7.05,3,2,0.985893884622813,1.2687762783132508,0.0018572364484290543,0.2507859554172338,1.1931650486240597,0.11888888888888886,0.000455970870163822,0.004798254465342526,0.0031300530855158846,0.6783381731766632
6.640086,6.11,3,1,1.08612411058435,1.2687762783132508,0.004200386658945177,0.2541464445132815,1.6611356616006563,0.11888888888888886,2.805095202620186e-5,0.0003580104019262116,0.0013546076065606095,0.5072892528518661
6.572728,4.74,3,1,1.274937838029642,1.2687762783132508,0.003334125660012262,0.26158646041813804,1.6882382789122592,0.11888888888888886,1.9843437691039817e-5,0.00025187244244482903,0.0013296592185189204,0.37314503780348673
2.934896,6.3,3,2,1.0642571720425118,1.2687762783132508,0.004072803647943618,0.25338241454647425,6.070606278803607,0.11888888888888886,0.00015812719795094574,0.0017848308578771754,0.0013991383587701241,0.6754810859505351
2.785891,6.78,3,2,1.012740988330837,1.2687762783132508,0.0020559316279491623,0.25165153039833005,6.594023235112028,0.11888888888888886,0.0003382232567608453,0.003830275754204462,0.0015218436327228137,0.6896434951064281
8.015544,4.04,14,1,1.3991161579189044,1.9773319509261735,0.0056232905596183365,0.2674845648309098,1.2320502977655905,0.11888888888888886,0.00010418372624804287,0.0012938319662195237,0.0016835534278831707,0.3672448794819998
6.632341,8.33,12,2,0.8758086875903657,1.8726789939300528,0.00210264585676827,0.24747385534105326,1.664215784202945,0.11888888888888886,0.0006577553761970737,0.007055158814163622,0.003193640908011063,0.4740829196448845
6.679185,7.0,3,2,0.9907577927636582,1.2687762783132508,0.00771776987316121,0.25094098993280134,1.6457272122219626,0.2,0.0023940536514920987,0.025598903983262696,0.006753244134843128,0.6374825596838664
5.37721,1.31,20,1,2.2477286136540786,2.2709811740999424,0.003288109736099957,0.3663924020655212,2.321819453741311,0.2,0.016347884160333274,0.19645171962009284,0.028731267062860527,0.4092357495036846
6.972827,6.09,3,2,1.088478186013862,1.2687762783132508,0.0014642657984479742,0.2542297809368883,1.5370870279404814,0.2,0.002241589900142215,0.023830048219138936,0.0067675165062324105,0.6363278812208757
7.193102,5.73,3,2,1.1326637389803507,1.2687762783132508,0.0019041073205517832,0.2558346230302514,1.463046917347435,0.2,0.0023810645146989076,0.02522099399840118,0.007432936440358376,0.6362638501529081
6.793945,5.32,3,2,1.1875567207318467,1.2687762783132508,0.0016860900166012288,0.25794212383275567,1.6018214822176178,0.2,0.002847098539128196,0.030248585767477017,0.008022857741148205,0.6391298506099884
7.244804,2.43,10,2,1.8018828768112505,1.7623578889729934,0.0017873995942098266,0.2956261271007896,1.4465087859075414,0.2,0.006079942930457439,0.06268120112506964,0.0175665498763393,0.47603516708019855
5.642219,2.9,3,2,1.6624263683109595,1.2687762783132508,0.007238338033028915,0.28384083070483,2.1511220229006907,0.2,0.0021994978396296977,0.02330522280525079,0.005052764275699959,0.6325889145913713
4.904121,6.24,5,2,1.071066953253495,1.4398745025029083,0.0021327161877211513,0.2536184150270583,2.687285910756417,0.2,0.0020338559568273376,0.022225780124742547,0.004007640266467695,0.5642032612661751
6.067264,6.09,3,2,1.088478186013862,1.2687762783132508,0.0024626534989937664,0.2542297809368883,1.916888564603415,0.2,0.0018408978463116399,0.019785397235342325,0.004808321255908096,0.6347217227558343
5.236918,2.72,9,1,1.7132422293119067,1.7043361957598753,0.003851715463282132,0.28781928729354134,2.421322348681541,0.2,0.004463081962801835,0.05650323435605944,0.008281845969429984,0.4900271853405443
4.705879,3.6,7,1,1.4902886097811696,1.58023989156911,0.002592986620307021,0.27246639527129346,2.8691878801728037,0.2,0.0033842572443541453,0.043676876513527044,0.005670561569374449,0.5234089659545089
5.093035,2.24,9,1,1.8650105792362643,1.7043361957598753,0.0029826213775415965,0.3019879542099821,2.5307984038325233,0.2,0.005369356471502861,0.06743334666069513,0.009377012080632812,0.49262563269754456
6.306952,4.7,4,2,1.281439026953949,1.3597733711048157,0.0024085477529506433,0.26187310585119505,1.8025525095001214,0.2,0.002512911588087876,0.026781025259251398,0.006514733267582204,0.5962840493609756
6.069513,5.01,4,2,1.2327180846114631,1.3597733711048157,0.0027899731177951355,0.2597785953516882,1.9157612512114506,0.2,0.0022884345772088317,0.024498015921087045,0.005729625822385715,0.595461856411201
7.106298,5.12,3,2,1.2163061986697106,1.2687762783132508,0.002628226560249605,0.2590999722798956,1.4915155391345418,0.2,0.0020640169040234196,0.02183265747628008,0.006474420898394094,0.6335833496193132
7.372737,4.16,10,1,1.3761459723751228,1.7623578889729934,0.005978462043446118,0.26632213159434154,1.406870904819919,0.2,0.002950536015537034,0.0369447066412521,0.009281122318756491,0.4682000765941259
7.485871,4.36,8,1,1.339486861729633,1.643835616438356,0.0016965739298848562,0.264536853613385,1.373271716118754,0.2,0.002024630667886048,0.025355436454588036,0.00683036847727054,0.49432126436661505
6.657122,3.83,7,1,1.4412048173616492,1.58023989156911,0.001384076707622303,0.26970810454414107,1.6543931908633818,0.2,0.0025565350752359854,0.03220013646416385,0.007109659910171881,0.5179229211812414
7.371174,1.43,23,1,2.190244495183127,2.411300309566033,0.01,0.352352262187274,1.4073444517810836,0.2,0.004996308830473328,0.05891125339296811,0.014997392098009767,0.3464499978049028
6.208105,0.96,8,2,2.431609474667157,1.643835616438356,0.0015242966490819094,0.43418218383357904,1.8483217029468217,0.2,0.028142467764113676,0.27468844137271514,0.06093335994876594,0.5498515284333823
8.179139,7.05,3,2,0.985893884622813,1.2687762783132508,0.0018572364484290543,0.2507859554172338,1.1931650486240597,0.2,0.0018458529862177264,0.01942420648560933,0.007116433063368603,0.629721535893882
6.640086,6.11,3,1,1.08612411058435,1.2687762783132508,0.004200386658945177,0.2541464445132815,1.6611356616006563,0.2,0.0013717383056679815,0.01750730533819496,0.00427886850762632,0.632349939894495
6.572728,4.74,3,1,1.274937838029642,1.2687762783132508,0.003334125660012262,0.26158646041813804,1.6882382789122592,0.2,0.0015932544165107008,0.020223153244448382,0.004742935772233412,0.6331586845224234
2.934896,6.3,3,2,1.0642571720425118,1.2687762783132508,0.004072803647943618,0.25338241454647425,6.070606278803607,0.2,0.0007837179248443748,0.00884606793935375,0.0015379140993615282,0.6256919834228292
2.785891,6.78,3,2,1.012740988330837,1.2687762783132508,0.0020559316279491623,0.25165153039833005,6.594023235112028,0.2,0.0011734233114246582,0.013288662944743113,0.0017301126184116077,0.6310904220677179
8.015544,4.04,14,1,1.3991161579189044,1.9773319509261735,0.0056232905596183365,0.2674845648309098,1.2320502977655905,0.2,0.003407979915231291,0.04232286090499838,0.011912658525958459,0.42149930059673696
6.632341,8.33,12,2,0.8758086875903657,1.8726789939300528,0.00210264585676827,0.24747385534105326,1.664215784202945,0.2,0.0018121765168803094,0.01943761098511767,0.005314074200280217,0.4366222733298557
6.679185,7.0,3,2,0.9907577927636582,1.2687762783132508,0.00771776987316121,0.25094098993280134,1.6457272122219626,0.23777777777777773,3.3236896452757165e-5,0.00035539225299545597,0.00135274119161753,0.12634624396604774
5.37721,1.31,20,1,2.2477286136540786,2.2709811740999424,0.003288109736099957,0.3663924020655212,2.321819453741311,0.23777777777777773,0.002022001751432687,0.024298295562163622,0.005433452547093061,0.3392344659314285
6.972827,6.09,3,2,1.088478186013862,1.2687762783132508,0.0014642657984479742,0.2542297809368883,1.5370870279404814,0.23777777777777773,0.0006246077277931816,0.006640122829967248,0.003205174881985388,0.5899748206824538
7.193102,5.73,3,2,1.1326637389803507,1.2687762783132508,0.0019041073205517832,0.2558346230302514,1.463046917347435,0.23777777777777773,0.0005593662872157278,0.0059249859403997665,0.0030899099089275904,0.5863913126234841
6.793945,5.32,3,2,1.1875567207318467,1.2687762783132508,0.0016860900166012288,0.25794212383275567,1.6018214822176178,0.23777777777777773,0.0006095737579219443,0.0064763280387728685,0.0030813744066694867,0.5898076947034206
7.244804,2.43,10,2,1.8018828768112505,1.7623578889729934,0.0017873995942098266,0.2956261271007896,1.4465087859075414,0.23777777777777773,0.0009030114919541824,0.00930960135528291,0.004250504236141493,0.4235754291944964
5.642219,2.9,3,2,1.6624263683109595,1.2687762783132508,0.007238338033028915,0.28384083070483,2.1511220229006907,0.23777777777777773,0.0008977542202570194,0.009512335838877872,0.003257866606835149,0.594911758579311
4.904121,6.24,5,2,1.071066953253495,1.4398745025029083,0.0021327161877211513,0.2536184150270583,2.687285910756417,0.23777777777777773,0.0012213224926773095,0.013346493438990777,0.0034360259984175623,0.5317483735119514
6.067264,6.09,3,2,1.088478186013862,1.2687762783132508,0.0024626534989937664,0.2542297809368883,1.916888564603415,0.23777777777777773,9.409761434707942e-5,0.001011331879433272,0.0014913412207123793,0.5090368419211482
5.236918,2.72,9,1,1.7132422293119067,1.7043361957598753,0.003851715463282132,0.28781928729354134,2.421322348681541,0.23777777777777773,0.000473160027861313,0.005990271333799039,0.0021932682100114106,0.43438750177981683
4.705879,3.6,7,1,1.4902886097811696,1.58023989156911,0.002592986620307021,0.27246639527129346,2.8691878801728037,0.23777777777777773,0.00017411716228884304,0.0022471382188403556,0.0015469697922532483,0.44092347219201034
5.093035,2.24,9,1,1.8650105792362643,1.7043361957598753,0.0029826213775415965,0.3019879542099821,2.5307984038325233,0.23777777777777773,0.0005389116565576641,0.006768151220544843,0.0022773480882594256,0.4359753777984974
6.306952,4.7,4,2,1.281439026953949,1.3597733711048157,0.0024085477529506433,0.26187310585119505,1.8025525095001214,0.23777777777777773,0.00015873591178397663,0.001691707134938135,0.001678296152708781,0.504265014170053
6.069513,5.01,4,2,1.2327180846114631,1.3597733711048157,0.0027899731177951355,0.2597785953516882,1.9157612512114506,0.23777777777777773,0.00011329507230804493,0.0012128397782594394,0.0015395499115848515,0.48085916617976127
7.106298,5.12,3,2,1.2163061986697106,1.2687762783132508,0.002628226560249605,0.2590999722798956,1.4915155391345418,0.23777777777777773,4.446459601653231e-5,0.00047033543802754745,0.0013988685989742644,0.2644868404083791
7.372737,4.16,10,1,1.3761459723751228,1.7623578889729934,0.005978462043446118,0.26632213159434154,1.406870904819919,0.23777777777777773,6.791167750967549e-5,0.0008503461709663672,0.0014874206552019267,0.2511351636896918
7.485871,4.36,8,1,1.339486861729633,1.643835616438356,0.0016965739298848562,0.264536853613385,1.373271716118754,0.23777777777777773,0.0002823036803998799,0.0035354265559699376,0.0022419881564781107,0.4340991918265201
6.657122,3.83,7,1,1.4412048173616492,1.58023989156911,0.001384076707622303,0.26970810454414107,1.6543931908633818,0.23777777777777773,0.0002719503862239839,0.003425276513010889,0.0020444011062342843,0.4582162095042683
7.371174,1.43,23,1,2.190244495183127,2.411300309566033,0.01,0.352352262187274,1.4073444517810836,0.23777777777777773,0.0007491341853271131,0.008833007589116421,0.0038093388594719712,0.3023026415792715
6.208105,0.96,8,2,2.431609474667157,1.643835616438356,0.0015242966490819094,0.43418218383357904,1.8483217029468217,0.23777777777777773,0.0033019321489573743,0.03222896453565952,0.00982551883582498,0.4706776431985686
8.179139,7.05,3,2,0.985893884622813,1.2687762783132508,0.0018572364484290543,0.2507859554172338,1.1931650486240597,0.23777777777777773,0.0007906375365304174,0.008320005373943054,0.0044345628611740006,0.5851232885557872
6.640086,6.11,3,1,1.08612411058435,1.2687762783132508,0.004200386658945177,0.2541464445132815,1.6611356616006563,0.23777777777777773,4.863936943901912e-5,0.000620777511794794,0.0013963218765522516,0.41354943554950624
6.572728,4.74,3,1,1.274937838029642,1.2687762783132508,0.003334125660012262,0.26158646041813804,1.6882382789122592,0.23777777777777773,3.4407826725206805e-5,0.000436738003335458,0.0013536288082789815,0.2917070005123576
2.934896,6.3,3,2,1.0642571720425118,1.2687762783132508,0.004072803647943618,0.25338241454647425,6.070606278803607,0.23777777777777773,0.00027418702910007284,0.00309483426449694,0.00147252537479687,0.5789232946030353
2.785891,6.78,3,2,1.012740988330837,1.2687762783132508,0.0020559316279491623,0.25165153039833005,6.594023235112028,0.23777777777777773,0.0005864672943396873,0.006641564153974063,0.0016825054596664281,0.5938049159620807
