monomer,ontology,isolate,response,percent_uptake
rhamnose,Sugars,Geodermatophilaceae bacterium URHA0031,negative,0.9985887940289656
rhamnose,Sugars,Geodermatophilaceae bacterium URHB0048,negative,0.9999268948540868
rhamnose,Sugars,Geodermatophilaceae bacterium URHB0062,negative,0.9999062626810636
rhamnose,Sugars,Intrasporangiaceae bacterium URHB0013,undefined,0.9999996857412786
rhamnose,Sugars,Lysobacter sp. URHA0019,undefined,0.9999698317132156
rhamnose,Sugars,Marmoricola sp. URHB0036,undefined,0.9999397059316839
rhamnose,Sugars,Mesorhizobium sp. URHA0056,positive,0.9999999739445568
rhamnose,Sugars,Mesorhizobium sp. URHB0007,positive,0.9999999627394099
rhamnose,Sugars,Mesorhizobium sp. URHC0008,positive,0.9999919961931971
rhamnose,Sugars,Microbacterium sp. URHA0036,undefined,0.9999999997340597
rhamnose,Sugars,Micromonosporaceae bacterium URHE0070,negative,0.9998884646051691
rhamnose,Sugars,Mycobacterium sp. URHB0044,positive,0.9863863085434081
rhamnose,Sugars,Mycobacterium sp. URHD0025,positive,0.9779719345526545
rhamnose,Sugars,Nocardioides sp. URHA0020,undefined,0.999922850181504
rhamnose,Sugars,Nocardioides sp. URHA0032,undefined,0.9999842901656308
rhamnose,Sugars,Paenibacillus sp. URHA0014,negative,0.9999999753026951
rhamnose,Sugars,Pseudomonas sp. URHB0015,positive,0.9955782850616347
rhamnose,Sugars,Rhodospirillales bacterium URHD0017,positive,0.9999982381697357
rhamnose,Sugars,Rhodospirillales bacterium URHD0088,undefined,0.9999999862825287
rhamnose,Sugars,Solirubrobacter sp. URHD0082,negative,0.9999998008996795
rhamnose,Sugars,Solirubrobacterales bacterium URHD0059,negative,0.9999941237097223
rhamnose,Sugars,Sphingomonas sp. URHD0007,positive,0.9999999378559206
rhamnose,Sugars,Sphingomonas sp. URHD0057,positive,0.999997819670418
rhamnose,Sugars,Staphylococcus sp. URHA0057,undefined,0.999998684298231
rhamnose,Sugars,Streptomyces sp. URHA0041,positive,0.9995523555133636
rhamnose,Sugars,Variovorax sp. URHB0020,positive,0.9999972741503429
deoxyguanosine,Nucleotides,Acidobacteriaceae bacterium URHE0068,positive,0.6548665787958153
deoxyguanosine,Nucleotides,Bacillus sp. URHB0009,negative,0.9973971046731632
deoxyguanosine,Nucleotides,Blastococcus sp. URHD0036,undefined,0.8677893583368187
deoxyguanosine,Nucleotides,Bradyrhizobium sp. URHA0002,positive,0.7139901597308143
deoxyguanosine,Nucleotides,Bradyrhizobium sp. URHA0013,positive,0.8316347443639924
deoxyguanosine,Nucleotides,Bradyrhizobium sp. URHD0069,positive,0.4190062899784524
deoxyguanosine,Nucleotides,Burkholderia sp. URHA0054,positive,0.9954872310423357
deoxyguanosine,Nucleotides,Caulobacter sp. URHA0033,positive,0.9466348578985568
deoxyguanosine,Nucleotides,Cellulomonas sp. URHD0024,undefined,0.9674135572517348
deoxyguanosine,Nucleotides,Cellulomonas sp. URHE0023,undefined,0.9999561453380029
deoxyguanosine,Nucleotides,Comamonadaceae bacterium URHA0028,positive,0.9683342889453435
deoxyguanosine,Nucleotides,Dongia sp. URHE0060,positive,0.38790545104333035
deoxyguanosine,Nucleotides,Flavobacterium sp. URHB0058,undefined,0.9993647701640467
deoxyguanosine,Nucleotides,Geodermatophilaceae bacterium URHA0031,negative,0.8950515454198658
deoxyguanosine,Nucleotides,Geodermatophilaceae bacterium URHB0048,negative,0.9805748410192928
deoxyguanosine,Nucleotides,Geodermatophilaceae bacterium URHB0062,negative,0.99009708543276
deoxyguanosine,Nucleotides,Intrasporangiaceae bacterium URHB0013,undefined,0.9921725052507172
deoxyguanosine,Nucleotides,Lysobacter sp. URHA0019,undefined,0.0
deoxyguanosine,Nucleotides,Marmoricola sp. URHB0036,undefined,0.783302585581133
deoxyguanosine,Nucleotides,Mesorhizobium sp. URHA0056,positive,0.9956386214653968
deoxyguanosine,Nucleotides,Mesorhizobium sp. URHB0007,positive,0.9271716643651866
deoxyguanosine,Nucleotides,Mesorhizobium sp. URHC0008,positive,0.7385562778195717
deoxyguanosine,Nucleotides,Microbacterium sp. URHA0036,undefined,0.9999515669282592
deoxyguanosine,Nucleotides,Micromonosporaceae bacterium URHE0070,negative,0.72920409535968
deoxyguanosine,Nucleotides,Mycobacterium sp. URHB0044,positive,0.8807320841886518
deoxyguanosine,Nucleotides,Mycobacterium sp. URHD0025,positive,0.8952113926112563
deoxyguanosine,Nucleotides,Nocardioides sp. URHA0020,undefined,0.8111219722236296
deoxyguanosine,Nucleotides,Nocardioides sp. URHA0032,undefined,0.9444124791232761
deoxyguanosine,Nucleotides,Paenibacillus sp. URHA0014,negative,0.9992007583046214
deoxyguanosine,Nucleotides,Pseudomonas sp. URHB0015,positive,0.9981367693957179
deoxyguanosine,Nucleotides,Rhodospirillales bacterium URHD0017,positive,0.5019378342388384
deoxyguanosine,Nucleotides,Rhodospirillales bacterium URHD0088,undefined,0.6286512286327505
deoxyguanosine,Nucleotides,Solirubrobacter sp. URHD0082,negative,0.8884740483120429
deoxyguanosine,Nucleotides,Solirubrobacterales bacterium URHD0059,negative,0.34811566724805243
deoxyguanosine,Nucleotides,Sphingomonas sp. URHD0007,positive,0.940255245326877
deoxyguanosine,Nucleotides,Sphingomonas sp. URHD0057,positive,0.0
deoxyguanosine,Nucleotides,Staphylococcus sp. URHA0057,undefined,0.9999913716531367
deoxyguanosine,Nucleotides,Streptomyces sp. URHA0041,positive,0.9365198137175476
deoxyguanosine,Nucleotides,Variovorax sp. URHB0020,positive,0.9629338150973041
maltose,Sugars,Acidobacteriaceae bacterium URHE0068,positive,0.9969708430516309
maltose,Sugars,Bacillus sp. URHB0009,negative,0.9998511776336427
maltose,Sugars,Blastococcus sp. URHD0036,undefined,0.995962228408555
maltose,Sugars,Bradyrhizobium sp. URHA0002,positive,0.9986948547574477
maltose,Sugars,Bradyrhizobium sp. URHA0013,positive,0.9999676530907758
maltose,Sugars,Bradyrhizobium sp. URHD0069,positive,0.9999878028083764
maltose,Sugars,Burkholderia sp. URHA0054,positive,0.9999988794226777
maltose,Sugars,Caulobacter sp. URHA0033,positive,0.997287684187151
maltose,Sugars,Cellulomonas sp. URHD0024,undefined,0.9999998387362482
maltose,Sugars,Cellulomonas sp. URHE0023,undefined,0.9999999999963844
maltose,Sugars,Comamonadaceae bacterium URHA0028,positive,0.9999913713532881
maltose,Sugars,Dongia sp. URHE0060,positive,0.9999999999839734
maltose,Sugars,Flavobacterium sp. URHB0058,undefined,0.9999999812744927
maltose,Sugars,Geodermatophilaceae bacterium URHA0031,negative,0.9996575083378594
maltose,Sugars,Geodermatophilaceae bacterium URHB0048,negative,0.999965174950122
maltose,Sugars,Geodermatophilaceae bacterium URHB0062,negative,0.9999902914286277
maltose,Sugars,Intrasporangiaceae bacterium URHB0013,undefined,0.9999999149625299
maltose,Sugars,Lysobacter sp. URHA0019,undefined,0.9998103724660716
maltose,Sugars,Marmoricola sp. URHB0036,undefined,0.9999757208680409
maltose,Sugars,Mesorhizobium sp. URHA0056,positive,0.9999999823045544
maltose,Sugars,Mesorhizobium sp. URHB0007,positive,0.9999999837808886
maltose,Sugars,Mesorhizobium sp. URHC0008,positive,0.9999995120664189
maltose,Sugars,Microbacterium sp. URHA0036,undefined,0.9999999999467248
maltose,Sugars,Micromonosporaceae bacterium URHE0070,negative,0.999991899054079
maltose,Sugars,Mycobacterium sp. URHB0044,positive,0.9937659403390221
maltose,Sugars,Mycobacterium sp. URHD0025,positive,0.9843730730768986
maltose,Sugars,Nocardioides sp. URHA0020,undefined,0.9999497020324087
maltose,Sugars,Nocardioides sp. URHA0032,undefined,0.9999836872357066
maltose,Sugars,Paenibacillus sp. URHA0014,negative,1.0000000003313116
maltose,Sugars,Pseudomonas sp. URHB0015,positive,0.9993372179741025
maltose,Sugars,Rhodospirillales bacterium URHD0017,positive,0.999996011964662
maltose,Sugars,Rhodospirillales bacterium URHD0088,undefined,0.9999999742817476
maltose,Sugars,Solirubrobacter sp. URHD0082,negative,0.999999929381328
maltose,Sugars,Solirubrobacterales bacterium URHD0059,negative,0.9999995054113775
maltose,Sugars,Sphingomonas sp. URHD0007,positive,0.9999998924444411
maltose,Sugars,Sphingomonas sp. URHD0057,positive,0.9999753554883946
maltose,Sugars,Staphylococcus sp. URHA0057,undefined,0.9999998142488902
maltose,Sugars,Streptomyces sp. URHA0041,positive,0.9999618517385676
maltose,Sugars,Variovorax sp. URHB0020,positive,0.9999960486674254
sucrose,Sugars,Acidobacteriaceae bacterium URHE0068,positive,0.9969708430516193
sucrose,Sugars,Bacillus sp. URHB0009,negative,0.9998511776337108
sucrose,Sugars,Blastococcus sp. URHD0036,undefined,0.9959622284083961
sucrose,Sugars,Bradyrhizobium sp. URHA0002,positive,0.998694854757414
sucrose,Sugars,Bradyrhizobium sp. URHA0013,positive,0.999967653090827
sucrose,Sugars,Bradyrhizobium sp. URHD0069,positive,0.9999878028083767
sucrose,Sugars,Burkholderia sp. URHA0054,positive,0.9999988794226781
sucrose,Sugars,Caulobacter sp. URHA0033,positive,0.9972876841880498
sucrose,Sugars,Cellulomonas sp. URHD0024,undefined,0.999999838736248
sucrose,Sugars,Cellulomonas sp. URHE0023,undefined,0.9999999999963844
sucrose,Sugars,Comamonadaceae bacterium URHA0028,positive,0.999991371353284
sucrose,Sugars,Dongia sp. URHE0060,positive,0.9999999999839734
sucrose,Sugars,Flavobacterium sp. URHB0058,undefined,0.9999999812744927
sucrose,Sugars,Geodermatophilaceae bacterium URHA0031,negative,0.9996575083377708
sucrose,Sugars,Geodermatophilaceae bacterium URHB0048,negative,0.9999651749501344
sucrose,Sugars,Geodermatophilaceae bacterium URHB0062,negative,0.9999902914286288
sucrose,Sugars,Intrasporangiaceae bacterium URHB0013,undefined,0.9999999149625299
sucrose,Sugars,Lysobacter sp. URHA0019,undefined,0.9998103724660712
sucrose,Sugars,Marmoricola sp. URHB0036,undefined,0.9999757208680233
sucrose,Sugars,Mesorhizobium sp. URHA0056,positive,0.9999999823045544
sucrose,Sugars,Mesorhizobium sp. URHB0007,positive,0.9999999837808885
sucrose,Sugars,Mesorhizobium sp. URHC0008,positive,0.999999512066419
sucrose,Sugars,Microbacterium sp. URHA0036,undefined,0.9999999999467248
sucrose,Sugars,Micromonosporaceae bacterium URHE0070,negative,0.9999918990540803
sucrose,Sugars,Mycobacterium sp. URHB0044,positive,0.993765940336561
sucrose,Sugars,Mycobacterium sp. URHD0025,positive,0.9843730730764189
sucrose,Sugars,Nocardioides sp. URHA0020,undefined,0.9999497020323238
sucrose,Sugars,Nocardioides sp. URHA0032,undefined,0.9999836872357074
sucrose,Sugars,Paenibacillus sp. URHA0014,negative,1.0000000003313116
sucrose,Sugars,Pseudomonas sp. URHB0015,positive,0.9993372179741314
sucrose,Sugars,Rhodospirillales bacterium URHD0017,positive,0.9999960119646616
sucrose,Sugars,Rhodospirillales bacterium URHD0088,undefined,0.9999999742817476
sucrose,Sugars,Solirubrobacter sp. URHD0082,negative,0.9999999293813283
sucrose,Sugars,Solirubrobacterales bacterium URHD0059,negative,0.9999995054113776
sucrose,Sugars,Sphingomonas sp. URHD0007,positive,0.9999998924444411
sucrose,Sugars,Sphingomonas sp. URHD0057,positive,0.999975355488395
sucrose,Sugars,Staphylococcus sp. URHA0057,undefined,0.9999998142488902
sucrose,Sugars,Streptomyces sp. URHA0041,positive,0.9999618517386489
sucrose,Sugars,Variovorax sp. URHB0020,positive,0.9999960486674278
fumaric acid ,Organic acids,Acidobacteriaceae bacterium URHE0068,positive,0.6058017676021533
fumaric acid ,Organic acids,Bacillus sp. URHB0009,negative,0.9890663732018159
fumaric acid ,Organic acids,Blastococcus sp. URHD0036,undefined,0.7517246814494769
fumaric acid ,Organic acids,Bradyrhizobium sp. URHA0002,positive,0.9999010556382179
fumaric acid ,Organic acids,Bradyrhizobium sp. URHA0013,positive,0.9999534210983535
fumaric acid ,Organic acids,Bradyrhizobium sp. URHD0069,positive,0.9999981133444608
fumaric acid ,Organic acids,Burkholderia sp. URHA0054,positive,0.9991271263078607
fumaric acid ,Organic acids,Caulobacter sp. URHA0033,positive,0.9741943081922017
fumaric acid ,Organic acids,Cellulomonas sp. URHD0024,undefined,0.8010809057833334
fumaric acid ,Organic acids,Cellulomonas sp. URHE0023,undefined,0.9919916284524326
fumaric acid ,Organic acids,Comamonadaceae bacterium URHA0028,positive,0.9999999176656658
fumaric acid ,Organic acids,Dongia sp. URHE0060,positive,0.9978865850998663
fumaric acid ,Organic acids,Flavobacterium sp. URHB0058,undefined,0.9999991774577308
fumaric acid ,Organic acids,Geodermatophilaceae bacterium URHA0031,negative,0.9716093848861587
fumaric acid ,Organic acids,Geodermatophilaceae bacterium URHB0048,negative,0.9592801205848736
fumaric acid ,Organic acids,Geodermatophilaceae bacterium URHB0062,negative,0.993089830678844
fumaric acid ,Organic acids,Intrasporangiaceae bacterium URHB0013,undefined,0.9999163227120806
fumaric acid ,Organic acids,Lysobacter sp. URHA0019,undefined,0.9999938730905674
fumaric acid ,Organic acids,Marmoricola sp. URHB0036,undefined,0.9078055971603882
fumaric acid ,Organic acids,Mesorhizobium sp. URHA0056,positive,0.9999963236412046
fumaric acid ,Organic acids,Mesorhizobium sp. URHB0007,positive,0.9996932759553694
fumaric acid ,Organic acids,Mesorhizobium sp. URHC0008,positive,0.8402618026669344
fumaric acid ,Organic acids,Microbacterium sp. URHA0036,undefined,0.9999871482420213
fumaric acid ,Organic acids,Micromonosporaceae bacterium URHE0070,negative,0.8629235243664916
fumaric acid ,Organic acids,Mycobacterium sp. URHB0044,positive,0.9162159527371673
fumaric acid ,Organic acids,Mycobacterium sp. URHD0025,positive,0.8956989208316252
fumaric acid ,Organic acids,Nocardioides sp. URHA0020,undefined,0.9854124540617608
fumaric acid ,Organic acids,Nocardioides sp. URHA0032,undefined,0.6678732382469355
fumaric acid ,Organic acids,Paenibacillus sp. URHA0014,negative,0.9999898679395552
fumaric acid ,Organic acids,Pseudomonas sp. URHB0015,positive,0.9853440884482091
fumaric acid ,Organic acids,Rhodospirillales bacterium URHD0017,positive,0.9999999487283479
fumaric acid ,Organic acids,Rhodospirillales bacterium URHD0088,undefined,0.9999981499665854
fumaric acid ,Organic acids,Solirubrobacter sp. URHD0082,negative,0.9717591685252934
fumaric acid ,Organic acids,Solirubrobacterales bacterium URHD0059,negative,0.7560959300204348
fumaric acid ,Organic acids,Sphingomonas sp. URHD0007,positive,0.9997285414457272
fumaric acid ,Organic acids,Sphingomonas sp. URHD0057,positive,0.9999984287796074
fumaric acid ,Organic acids,Staphylococcus sp. URHA0057,undefined,0.9999783860555659
fumaric acid ,Organic acids,Streptomyces sp. URHA0041,positive,0.9631457980030043
fumaric acid ,Organic acids,Variovorax sp. URHB0020,positive,0.9999993454303469
aminobutyric acid,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.9991898630460394
aminobutyric acid,Amino acids,Bacillus sp. URHB0009,negative,0.9953752780650396
aminobutyric acid,Amino acids,Blastococcus sp. URHD0036,undefined,0.9945412387438333
aminobutyric acid,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.9999885075927699
aminobutyric acid,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.9999935812585959
aminobutyric acid,Amino acids,Bradyrhizobium sp. URHD0069,positive,0.9999999550416278
aminobutyric acid,Amino acids,Burkholderia sp. URHA0054,positive,0.9998258071589777
aminobutyric acid,Amino acids,Caulobacter sp. URHA0033,positive,0.9870475723077512
aminobutyric acid,Amino acids,Cellulomonas sp. URHD0024,undefined,0.9999832050264352
aminobutyric acid,Amino acids,Cellulomonas sp. URHE0023,undefined,0.9999999999347892
aminobutyric acid,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.999999936515529
aminobutyric acid,Amino acids,Dongia sp. URHE0060,positive,0.9999999990367502
aminobutyric acid,Amino acids,Flavobacterium sp. URHB0058,undefined,0.9999996926917872
aminobutyric acid,Amino acids,Geodermatophilaceae bacterium URHA0031,negative,0.9972946075088233
aminobutyric acid,Amino acids,Geodermatophilaceae bacterium URHB0048,negative,0.9999357217838275
aminobutyric acid,Amino acids,Geodermatophilaceae bacterium URHB0062,negative,0.9996654922127987
aminobutyric acid,Amino acids,Intrasporangiaceae bacterium URHB0013,undefined,0.9999994237422971
aminobutyric acid,Amino acids,Lysobacter sp. URHA0019,undefined,0.9999999973595132
aminobutyric acid,Amino acids,Marmoricola sp. URHB0036,undefined,0.9998135095397253
aminobutyric acid,Amino acids,Mesorhizobium sp. URHA0056,positive,0.9999999618316487
aminobutyric acid,Amino acids,Mesorhizobium sp. URHB0007,positive,0.9999999325162228
aminobutyric acid,Amino acids,Mesorhizobium sp. URHC0008,positive,0.999953363649857
aminobutyric acid,Amino acids,Microbacterium sp. URHA0036,undefined,0.9999999991866839
aminobutyric acid,Amino acids,Micromonosporaceae bacterium URHE0070,negative,0.9995466809267196
aminobutyric acid,Amino acids,Mycobacterium sp. URHB0044,positive,0.9804194995996424
aminobutyric acid,Amino acids,Mycobacterium sp. URHD0025,positive,0.9813727868632639
aminobutyric acid,Amino acids,Nocardioides sp. URHA0020,undefined,0.9998439083495527
aminobutyric acid,Amino acids,Nocardioides sp. URHA0032,undefined,0.9999956160174144
aminobutyric acid,Amino acids,Paenibacillus sp. URHA0014,negative,0.9999993449792122
aminobutyric acid,Amino acids,Pseudomonas sp. URHB0015,positive,0.9911273501742818
aminobutyric acid,Amino acids,Rhodospirillales bacterium URHD0017,positive,0.9999999938524669
aminobutyric acid,Amino acids,Rhodospirillales bacterium URHD0088,undefined,0.9999999999336621
aminobutyric acid,Amino acids,Solirubrobacter sp. URHD0082,negative,0.9999994769876792
aminobutyric acid,Amino acids,Solirubrobacterales bacterium URHD0059,negative,0.9999568447449899
aminobutyric acid,Amino acids,Sphingomonas sp. URHD0007,positive,0.9999986349525908
aminobutyric acid,Amino acids,Sphingomonas sp. URHD0057,positive,0.9999999749074148
aminobutyric acid,Amino acids,Staphylococcus sp. URHA0057,undefined,0.9999971547145355
aminobutyric acid,Amino acids,Streptomyces sp. URHA0041,positive,0.9984560494256596
aminobutyric acid,Amino acids,Variovorax sp. URHB0020,positive,0.9999995910132489
glycine ,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.9883529257226988
glycine ,Amino acids,Bacillus sp. URHB0009,negative,0.9551690938578219
glycine ,Amino acids,Blastococcus sp. URHD0036,undefined,0.9579843407758829
glycine ,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.9993248336428041
glycine ,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.9997470762271157
glycine ,Amino acids,Bradyrhizobium sp. URHD0069,positive,0.9999763668211136
glycine ,Amino acids,Burkholderia sp. URHA0054,positive,0.9940370945020188
glycine ,Amino acids,Caulobacter sp. URHA0033,positive,0.9405274464145034
glycine ,Amino acids,Cellulomonas sp. URHD0024,undefined,0.9992031084179408
glycine ,Amino acids,Cellulomonas sp. URHE0023,undefined,0.9999999982195978
glycine ,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.9999998193442945
glycine ,Amino acids,Dongia sp. URHE0060,positive,0.9999991373245088
glycine ,Amino acids,Flavobacterium sp. URHB0058,undefined,0.9999798654530155
glycine ,Amino acids,Geodermatophilaceae bacterium URHA0031,negative,0.9732681870111128
glycine ,Amino acids,Geodermatophilaceae bacterium URHB0048,negative,0.9981153550684055
glycine ,Amino acids,Geodermatophilaceae bacterium URHB0062,negative,0.9924990449198966
glycine ,Amino acids,Intrasporangiaceae bacterium URHB0013,undefined,0.9999546651006214
glycine ,Amino acids,Lysobacter sp. URHA0019,undefined,0.9999995205651634
glycine ,Amino acids,Marmoricola sp. URHB0036,undefined,0.9977082546982973
glycine ,Amino acids,Mesorhizobium sp. URHA0056,positive,0.9999997401722728
glycine ,Amino acids,Mesorhizobium sp. URHB0007,positive,0.9999992171390032
glycine ,Amino acids,Mesorhizobium sp. URHC0008,positive,0.9981185022305382
glycine ,Amino acids,Microbacterium sp. URHA0036,undefined,0.999999672101858
glycine ,Amino acids,Micromonosporaceae bacterium URHE0070,negative,0.9907162397685145
glycine ,Amino acids,Mycobacterium sp. URHB0044,positive,0.914182139696647
glycine ,Amino acids,Mycobacterium sp. URHD0025,positive,0.9159051998411276
glycine ,Amino acids,Nocardioides sp. URHA0020,undefined,0.9983124298331831
glycine ,Amino acids,Nocardioides sp. URHA0032,undefined,0.9997688621788303
glycine ,Amino acids,Paenibacillus sp. URHA0014,negative,0.9998278018647453
glycine ,Amino acids,Pseudomonas sp. URHB0015,positive,0.9325050100289569
glycine ,Amino acids,Rhodospirillales bacterium URHD0017,positive,0.9999935750732333
glycine ,Amino acids,Rhodospirillales bacterium URHD0088,undefined,0.9999998190685848
glycine ,Amino acids,Solirubrobacter sp. URHD0082,negative,0.9999861867789024
glycine ,Amino acids,Solirubrobacterales bacterium URHD0059,negative,0.9986457799518985
glycine ,Amino acids,Sphingomonas sp. URHD0007,positive,0.9999994527447569
glycine ,Amino acids,Sphingomonas sp. URHD0057,positive,0.9999999660885763
glycine ,Amino acids,Staphylococcus sp. URHA0057,undefined,0.999751036193809
glycine ,Amino acids,Streptomyces sp. URHA0041,positive,0.9790069890450054
glycine ,Amino acids,Variovorax sp. URHB0020,positive,0.9999906672183311
glycine betaine,Amino acids,Acidobacteriaceae bacterium URHE0068,positive,0.9997099340972907
glycine betaine,Amino acids,Bacillus sp. URHB0009,negative,0.9982277314181082
glycine betaine,Amino acids,Blastococcus sp. URHD0036,undefined,0.9975738811207978
glycine betaine,Amino acids,Bradyrhizobium sp. URHA0002,positive,0.9999970721306345
glycine betaine,Amino acids,Bradyrhizobium sp. URHA0013,positive,0.9999977429451365
glycine betaine,Amino acids,Bradyrhizobium sp. URHD0069,positive,0.9999999949309736
glycine betaine,Amino acids,Burkholderia sp. URHA0054,positive,0.9999571604790727
glycine betaine,Amino acids,Caulobacter sp. URHA0033,positive,0.9926252414289409
glycine betaine,Amino acids,Cellulomonas sp. URHD0024,undefined,0.999995682614891
glycine betaine,Amino acids,Cellulomonas sp. URHE0023,undefined,0.9999999999738964
glycine betaine,Amino acids,Comamonadaceae bacterium URHA0028,positive,0.9999999536676444
glycine betaine,Amino acids,Dongia sp. URHE0060,positive,0.9999999998875617
glycine betaine,Amino acids,Flavobacterium sp. URHB0058,undefined,0.9999998980407541
glycine betaine,Amino acids,Geodermatophilaceae bacterium URHA0031,negative,0.9989021165641976
glycine betaine,Amino acids,Geodermatophilaceae bacterium URHB0048,negative,0.999979918270351
glycine betaine,Amino acids,Geodermatophilaceae bacterium URHB0062,negative,0.9998974666190474
glycine betaine,Amino acids,Intrasporangiaceae bacterium URHB0013,undefined,0.9999998093961028
glycine betaine,Amino acids,Lysobacter sp. URHA0019,undefined,0.9999999994644518
glycine betaine,Amino acids,Marmoricola sp. URHB0036,undefined,0.9999164679262139
glycine betaine,Amino acids,Mesorhizobium sp. URHA0056,positive,0.9999999737266082
glycine betaine,Amino acids,Mesorhizobium sp. URHB0007,positive,0.9999999613760951
glycine betaine,Amino acids,Mesorhizobium sp. URHC0008,positive,0.9999885829050065
glycine betaine,Amino acids,Microbacterium sp. URHA0036,undefined,0.9999999997780855
glycine betaine,Amino acids,Micromonosporaceae bacterium URHE0070,negative,0.9998632358984513
glycine betaine,Amino acids,Mycobacterium sp. URHB0044,positive,0.9889291984802298
glycine betaine,Amino acids,Mycobacterium sp. URHD0025,positive,0.9896289604488845
glycine betaine,Amino acids,Nocardioides sp. URHA0020,undefined,0.9999261193893413
glycine betaine,Amino acids,Nocardioides sp. URHA0032,undefined,0.9999988963245973
glycine betaine,Amino acids,Paenibacillus sp. URHA0014,negative,0.9999999057479012
glycine betaine,Amino acids,Pseudomonas sp. URHB0015,positive,0.9963004867547182
glycine betaine,Amino acids,Rhodospirillales bacterium URHD0017,positive,0.9999999994781447
glycine betaine,Amino acids,Rhodospirillales bacterium URHD0088,undefined,0.9999999999932762
glycine betaine,Amino acids,Solirubrobacter sp. URHD0082,negative,0.9999997871782194
glycine betaine,Amino acids,Solirubrobacterales bacterium URHD0059,negative,0.9999876838601343
glycine betaine,Amino acids,Sphingomonas sp. URHD0007,positive,0.9999985076059018
glycine betaine,Amino acids,Sphingomonas sp. URHD0057,positive,0.9999999796906557
glycine betaine,Amino acids,Staphylococcus sp. URHA0057,undefined,0.9999992670531352
glycine betaine,Amino acids,Streptomyces sp. URHA0041,positive,0.9994638364526399
glycine betaine,Amino acids,Variovorax sp. URHB0020,positive,0.9999998116535007
guanine,Nucleotides,Acidobacteriaceae bacterium URHE0068,positive,0.8685862189044694
guanine,Nucleotides,Bacillus sp. URHB0009,negative,0.9940136985312629
guanine,Nucleotides,Blastococcus sp. URHD0036,undefined,0.9501405039618068
guanine,Nucleotides,Bradyrhizobium sp. URHA0002,positive,0.9186801306864644
guanine,Nucleotides,Bradyrhizobium sp. URHA0013,positive,0.9689108955368236
guanine,Nucleotides,Bradyrhizobium sp. URHD0069,positive,0.6974280151244443
guanine,Nucleotides,Burkholderia sp. URHA0054,positive,0.9984362065020107
guanine,Nucleotides,Caulobacter sp. URHA0033,positive,0.9722640499499001
guanine,Nucleotides,Cellulomonas sp. URHD0024,undefined,0.9962538211692243
guanine,Nucleotides,Cellulomonas sp. URHE0023,undefined,0.999999833067335
guanine,Nucleotides,Comamonadaceae bacterium URHA0028,positive,0.9991215193559154
guanine,Nucleotides,Dongia sp. URHE0060,positive,0.6655989593120905
guanine,Nucleotides,Flavobacterium sp. URHB0058,undefined,0.9999726331982592
guanine,Nucleotides,Geodermatophilaceae bacterium URHA0031,negative,0.9657595047394165
guanine,Nucleotides,Geodermatophilaceae bacterium URHB0048,negative,0.9972507837825626
guanine,Nucleotides,Geodermatophilaceae bacterium URHB0062,negative,0.9970981831971649
guanine,Nucleotides,Intrasporangiaceae bacterium URHB0013,undefined,0.9996090295051958
guanine,Nucleotides,Lysobacter sp. URHA0019,undefined,0.0
guanine,Nucleotides,Marmoricola sp. URHB0036,undefined,0.945609342419606
guanine,Nucleotides,Mesorhizobium sp. URHA0056,positive,0.9999457949421913
guanine,Nucleotides,Mesorhizobium sp. URHB0007,positive,0.9949712486539052
guanine,Nucleotides,Mesorhizobium sp. URHC0008,positive,0.9261935171686098
guanine,Nucleotides,Microbacterium sp. URHA0036,undefined,0.9999994143068925
guanine,Nucleotides,Micromonosporaceae bacterium URHE0070,negative,0.9110172765792446
guanine,Nucleotides,Mycobacterium sp. URHB0044,positive,0.9396061357052304
guanine,Nucleotides,Mycobacterium sp. URHD0025,positive,0.9455975160817115
guanine,Nucleotides,Nocardioides sp. URHA0020,undefined,0.9573923944734458
guanine,Nucleotides,Nocardioides sp. URHA0032,undefined,0.9942108819273737
guanine,Nucleotides,Paenibacillus sp. URHA0014,negative,0.9999277762901063
guanine,Nucleotides,Pseudomonas sp. URHB0015,positive,0.9913630676313544
guanine,Nucleotides,Rhodospirillales bacterium URHD0017,positive,0.7824772836890529
guanine,Nucleotides,Rhodospirillales bacterium URHD0088,undefined,0.8845591883630933
guanine,Nucleotides,Solirubrobacter sp. URHD0082,negative,0.987448368379306
guanine,Nucleotides,Solirubrobacterales bacterium URHD0059,negative,0.6062813929322516
guanine,Nucleotides,Sphingomonas sp. URHD0007,positive,0.9968896996386465
guanine,Nucleotides,Sphingomonas sp. URHD0057,positive,0.0
guanine,Nucleotides,Staphylococcus sp. URHA0057,undefined,0.999991052563882
guanine,Nucleotides,Streptomyces sp. URHA0041,positive,0.9801038616490961
guanine,Nucleotides,Variovorax sp. URHB0020,positive,0.9979164001013018
guanosine,Nucleotides,Acidobacteriaceae bacterium URHE0068,positive,0.6506790929964593
guanosine,Nucleotides,Bacillus sp. URHB0009,negative,0.9971079516021703
