isolate,response,sample,relabundance,measurement,rgrowth,BR,BP,CUE,biomass
Sphingomonas sp. URHD0007,positive,week12,0.0006697576014538909,0.08372456961462911,-0.00013441545817995297,6.450181523292354e-9,-8.137690335247432e-9,-27.234341999282712,7.019894856178933e-5
Rhodospirillales bacterium URHD0017,positive,week12,1.2601542396128613e-5,0.0023474178431475,-0.0001338230263915297,9.71513459810533e-12,-3.908282158413806e-11,-1.1542983896990813,1.3207987853288155e-6
Cellulomonas sp. URHD0024,undefined,week12,6.5327314970429695e-6,0.0,-0.00013436740875659846,4.903580148358822e-12,-2.089779960511409e-11,-1.3435067574073338,6.847117245603548e-7
Mycobacterium sp. URHD0025,positive,week12,1.0010410037940304e-5,0.010172143986972498,-0.00013525168888240815,1.4231253054367937e-10,-1.772363182053454e-10,-56.20815716701529,1.04921580256849e-6
Blastococcus sp. URHD0036,undefined,week12,7.366803511909483e-5,0.0005216484303047304,-0.00013486319936321513,5.320496630236084e-10,-8.409857475654293e-10,-16.548442921870272,7.72132872661312e-6
Sphingomonas sp. URHD0057,positive,week12,3.958402747976416e-6,0.04590506000234053,-0.00013505878193293137,2.550683439801113e-10,-2.6503807584164526e-10,-454.8526728465363,4.1488996957830303e-7
Solirubrobacterales bacterium URHD0059,negative,week12,1.6589524790533193e-5,0.013041210198275538,-0.00013500061138907666,1.708351664137046e-10,-2.122925415739472e-10,-68.82225316879061,1.7387890707132834e-6
Bradyrhizobium sp. URHD0069,positive,week12,0.00030892595631598516,0.1165884194186941,-0.00013495534342384242,3.5510310908082824e-9,-4.329073351741632e-9,-63.91172666325389,3.237929255263615e-5
Solirubrobacter sp. URHD0082,negative,week12,0.00022760013369854884,0.023213354185248034,-0.00013496264748944043,2.443034243632279e-9,-3.027979324235507e-9,-51.49358616555345,2.3855332202990686e-5
Rhodospirillales bacterium URHD0088,undefined,week12,6.781617038410676e-5,0.0015649452287649999,-0.0001339853366636829,9.700377862980085e-12,-1.6925091378242798e-10,0.573791910468014,7.107980329177635e-6
Cellulomonas sp. URHE0023,undefined,week12,2.1357865314843385e-5,0.0005216484303047304,-0.00013379680428772812,2.893047988340928e-12,-5.248762532924896e-11,0.610221947117833,2.2385706192384795e-6
Dongia sp. URHE0060,positive,week12,0.9858123454637882,0.03338549817222053,-0.00013280129447735037,6.994434379160064e-7,-4.869047704041828e-6,0.44023151107764946,0.10332542696128488
Acidobacteriaceae bacterium URHE0068,positive,week12,1.343103880793341e-7,0.0015649452287649999,-0.000134931392181618,4.069178971584995e-12,-4.4198796310560366e-12,-133.07194454277732,1.4077403531707784e-8
Micromonosporaceae bacterium URHE0070,negative,week12,4.335955574367254e-6,0.0010432967984602695,-0.00013451032108663274,4.00991933758762e-11,-5.061146616083241e-11,-45.14613624848925,4.5446221389719513e-7
