isolate,response,sample,relabundance,rgrowth,BR,BP,CUE,biomass,measurement
Mycobacterium sp. URHD0025,positive,week9,2.533006093827153e-8,9.751800601805511e-5,1.895603062179603e-12,-1.4883243021206962e-11,-55.756890526257486,3.6503921729048066e-9,0.009489051105893192
Blastococcus sp. URHD0036,undefined,week9,2.084997082694463e-6,0.00028100721374827825,1.742239359049601e-10,-1.4868650474856488e-9,-21.05079502856962,3.004752751975253e-7,0.0009732359915356172
Sphingomonas sp. URHD0057,positive,week9,3.5258101068143e-7,0.00034741915719517985,3.7821475984549556e-11,-1.6652645740383263e-10,-152.18917452846483,5.081152251638382e-8,0.06642335768327667
Solirubrobacterales bacterium URHD0059,negative,week9,1.496355760311991e-7,0.0003409386379522959,7.279758079912546e-12,-6.16486986576136e-11,-78.28417735736693,2.1564438272119877e-8,0.017761557178885112
Bradyrhizobium sp. URHD0069,positive,week9,5.021864577166466e-6,0.00030524823794468825,1.7385519003916138e-10,-2.031319530785409e-9,-33.98815994604679,7.237161880719619e-7,0.09245742087717804
Solirubrobacter sp. URHD0082,negative,week9,3.957496562897529e-6,0.00025826015822072966,1.3653679999080851e-10,-1.6416056883166355e-9,-24.09280773799731,5.703268741715315e-7,0.03357664231672332
Rhodospirillales bacterium URHD0088,undefined,week9,1.9888059869897853e-6,0.0007210574733000976,7.169459162102043e-11,-8.037775327798225e-10,-17.368839802145253,2.8661288364153193e-7,0.0014598540162912605
Cellulomonas sp. URHE0023,undefined,week9,6.999854000728072e-7,0.0008796543040972393,2.8426738354215343e-11,-2.840957518439383e-10,-18.72691040144021,1.0087702638380537e-7,0.00048661802475564314
Dongia sp. URHE0060,positive,week9,0.9992598830916831,0.0008398161356534918,0.00022272768892369455,-0.0009706752271375363,-29.493206134425503,0.14400638296232077,0.016058394179203864
Acidobacteriaceae bacterium URHE0068,positive,week9,4.163782132715904e-9,0.00037175657983706096,4.4443523951281927e-13,-2.0606753311957898e-12,-50.7133401073279,6.000553154604529e-10,0.00048661802475564314
Micromonosporaceae bacterium URHE0070,negative,week9,5.686308754322809e-8,0.0007075239058246853,4.351498349052417e-12,-2.4824485796212918e-11,-75.99712806742812,8.194712606528966e-9,0.0014598540162912605
Bradyrhizobium sp. URHA0002,positive,week12,2.011520193376389e-6,-0.00012421868555174858,5.9971943447480125e-12,-1.1443942783232266e-10,-14.974039811321141,4.28514539383955e-8,0.11606677098838937
Bradyrhizobium sp. URHA0013,positive,week12,0.0004595791281619184,1.631996587845438e-5,2.7642105866717973e-9,-3.611154477178851e-8,0.0657398862624421,9.7904231368526e-6,0.1165884194186941
Paenibacillus sp. URHA0014,negative,week12,1.8144946592629516e-6,-4.1112415597649145e-5,3.99486667736054e-12,-1.1041919407815129e-10,0.2900072831021612,3.8654215139823854e-8,0.0005216484303047304
Lysobacter sp. URHA0019,undefined,week12,2.89385207244913e-8,-3.197045643116855e-5,1.388528731998138e-13,-1.6718679107584585e-12,-1.6200717144533772,6.164778717877913e-10,0.0
Nocardioides sp. URHA0020,undefined,week12,8.54572675897345e-8,-4.698982691315381e-5,4.923137469150632e-13,-5.0653935771853645e-12,-2.514637728791799,1.8204978393360986e-9,0.0
Comamonadaceae bacterium URHA0028,positive,week12,6.31381174577632e-7,-4.8714369622875704e-5,2.552021000876753e-12,-3.658917377964972e-11,-1.3811627266032298,1.3450325484712098e-8,0.03573291601536804
Geodermatophilaceae bacterium URHA0031,negative,week12,2.109884875926331e-6,-6.072468547221291e-5,1.2082699063505314e-11,-1.4143861307906187e-10,-1.3655562541785193,4.4946918690543305e-8,0.013041210198275538
Nocardioides sp. URHA0032,undefined,week12,4.62003164668832e-5,1.66604075499417e-6,1.1393896201025184e-10,-2.7509635518905553e-9,0.4044328580854183,9.84206243386937e-7,0.0018257694749919608
Caulobacter sp. URHA0033,positive,week12,4.817611136652319e-6,-7.874295664119054e-5,6.147597925895127e-12,-3.0105442971119557e-10,0.3475837697013845,1.0262966406956144e-7,0.03468961921690776
Microbacterium sp. URHA0036,undefined,week12,8.640065036062945e-7,-0.00011534399961125477,3.5618126369409254e-13,-5.070165162778479e-11,0.25547141660404815,1.8405947409165028e-8,0.0013041210446872301
Streptomyces sp. URHA0041,positive,week12,1.1204331796108101e-6,2.677044465158525e-5,2.1802159463267206e-12,-6.036462651965966e-11,0.2925730393655732,2.3868609892776142e-8,0.015388628103572227
Burkholderia sp. URHA0054,positive,week12,5.667965694316609e-7,-0.00010956400731361839,9.21878045413032e-13,-3.172236740068945e-11,-2.4987634349367913,1.2074478380787852e-8,0.026082420458700267
Mesorhizobium sp. URHA0056,positive,week12,3.0298322500867477e-6,7.814387906587209e-6,9.356918592863744e-12,-1.7841781090002788e-10,0.18192909045591965,6.45445755569224e-8,0.0477308294151833
Staphylococcus sp. URHA0057,undefined,week12,2.0528782559710503e-9,-1.2337295480728554e-5,6.032831036922066e-15,-1.2613291471750646e-13,0.1735734874667091,4.373250555303609e-11,0.0
Mesorhizobium sp. URHB0007,positive,week12,5.8411297161550575e-6,-5.7332646583470765e-5,8.57303232717397e-12,-3.3909028293882886e-10,0.31987946412686796,1.2443370034475026e-7,0.06051121542938107
Bacillus sp. URHB0009,negative,week12,0.00048125560988138036,-3.597886065533149e-5,1.2541741920545347e-9,-3.093319216876257e-8,0.242420658128791,1.0252197649982823e-5,0.05659885235746857
Intrasporangiaceae bacterium URHB0013,undefined,week12,9.196127566849184e-6,-5.4994143802173994e-5,1.594940711842503e-11,-5.89002618922694e-10,0.3618695265712827,1.9590528503767815e-7,0.002608242027225269
Pseudomonas sp. URHB0015,positive,week12,3.3029736530435986e-7,-6.645437773455382e-6,4.96658815808779e-13,-1.8033129707022116e-11,0.41991544210644693,7.036331219502092e-9,0.0
Variovorax sp. URHB0020,positive,week12,7.905620805538103e-5,-5.714689668634214e-5,7.991723920178675e-11,-4.503976268122133e-9,0.5113789955759105,1.6841359431461008e-6,0.0477308294151833
Marmoricola sp. URHB0036,undefined,week12,1.5552001789416937e-7,-0.00010252917012371655,3.337959613834499e-13,-9.002863131504291e-12,-2.0166393135170484,3.313045976488216e-9,0.0010432967984602695
Mycobacterium sp. URHB0044,positive,week12,6.835158719020794e-7,-0.00010559725461108578,1.1308482238372797e-12,-3.896939837806606e-11,-1.5701630661965167,1.4560951959329209e-8,0.010432968171050268
Geodermatophilaceae bacterium URHB0048,negative,week12,2.2334085084585976e-6,-0.00011822241543768059,1.06680202784737e-11,-1.3458819234939562e-10,-11.862885458087293,4.7578345045192515e-8,0.04147104850012331
Flavobacterium sp. URHB0058,undefined,week12,4.358937646740649e-6,-8.184920008807185e-5,5.341310303441972e-12,-2.987752156161048e-10,0.39104542844781054,9.285853376202927e-8,0.0
Geodermatophilaceae bacterium URHB0062,negative,week12,1.9164103866182347e-6,-8.13577969335146e-5,8.940188991153427e-12,-1.1633502985869533e-10,-2.3965522070975886,4.082532786876568e-8,0.025039123598090806
Mesorhizobium sp. URHC0008,positive,week12,4.253386087151244e-7,-2.742241399871439e-5,2.6156876840151216e-12,-2.5750872063751072e-11,-1.3331297125196437,9.06099668280433e-9,0.011997913399815268
Sphingomonas sp. URHD0007,positive,week12,8.646136729991989e-5,-2.226397647614837e-5,3.256164460291645e-10,-5.092098717619086e-9,-0.24877662866044759,1.841888195059221e-6,0.08372456961462911
Rhodospirillales bacterium URHD0017,positive,week12,6.090419070819073e-7,-1.2686045435378189e-5,1.1862948991343494e-12,-3.307586846100827e-11,0.14771882130174052,1.297443163325454e-8,0.0023474178431475
Cellulomonas sp. URHD0024,undefined,week12,3.189581242503862e-7,-7.552770632428748e-5,2.720247801694572e-13,-1.7772409585255953e-11,0.3945005836206097,6.794771146020993e-9,0.0
Mycobacterium sp. URHD0025,positive,week12,2.970313820204176e-8,-6.0267014555469715e-5,1.6965305098561173e-13,-2.3511225169083585e-12,-1.26937474597732,6.327665328351104e-10,0.010172143986972498
Blastococcus sp. URHD0036,undefined,week12,2.1403644255852188e-6,-2.054620707223285e-5,1.0363202426298829e-11,-1.992494513712555e-10,0.09587804839397007,4.559622513179685e-8,0.0005216484303047304
Sphingomonas sp. URHD0057,positive,week12,5.610932853827838e-7,-3.2916876237785504e-5,7.74669121250932e-12,-3.718519396890104e-11,-7.642619563015854,1.1952981209383464e-8,0.04590506000234053
Solirubrobacterales bacterium URHD0059,negative,week12,2.852454833812279e-7,-7.822213312054342e-5,7.885975321539858e-13,-1.5884730312275206e-11,-2.190882702958935,6.076590099614718e-9,0.013041210198275538
Bradyrhizobium sp. URHD0069,positive,week12,9.245384201769141e-6,-0.00010225605300273384,2.3865256815473308e-11,-5.2447132169726e-10,-3.02288347270499,1.969546000927212e-7,0.1165884194186941
Solirubrobacter sp. URHD0082,negative,week12,7.172362883964436e-6,-9.717968883378744e-5,1.8031523032605206e-11,-4.160646146644773e-10,-1.8034576601805288,1.5279298650031003e-7,0.023213354185248034
Rhodospirillales bacterium URHD0088,undefined,week12,4.22249997978635e-6,-4.3405942791920625e-5,2.9608197652518277e-12,-2.2660541893531797e-10,0.5793979033880869,8.99519994800439e-8,0.0015649452287649999
Cellulomonas sp. URHE0023,undefined,week12,1.6087274935937144e-6,1.223571418438149e-5,1.7133160315363614e-12,-8.504460425753598e-11,0.5666299458942525,3.427075319360832e-8,0.0005216484303047304
Dongia sp. URHE0060,positive,week12,0.9987789043547329,0.00012492111631149676,9.798551598867958e-6,-0.00010883058513730054,0.22536249154386112,0.02127700649266589,0.03338549817222053
Acidobacteriaceae bacterium URHE0068,positive,week12,6.799879949193575e-9,-6.42085018214064e-5,5.172621558322303e-14,-4.3206683265129246e-13,-3.3965117928627473,1.4485797527112608e-10,0.0015649452287649999
Micromonosporaceae bacterium URHE0070,negative,week12,1.1973970086455698e-7,3.545439109871281e-5,4.745064524951322e-13,-6.584930773377719e-12,-0.7084093334077384,2.5508171844808923e-9,0.0010432967984602695
Bradyrhizobium sp. URHA0002,positive,dead,3.4909155497259554e-6,-0.00012181363462323784,1.5614847666081989e-13,-2.9333447878104694e-12,-6.231651617309527,1.102138715870238e-9,NaN
Bradyrhizobium sp. URHA0013,positive,dead,0.0006441790137731898,7.608894266628915e-5,8.279720199799084e-11,-7.030921864469521e-10,0.38186321575728954,2.033777732280789e-7,NaN
Paenibacillus sp. URHA0014,negative,dead,4.437533757089387e-6,4.1302587421436594e-7,2.093270479426295e-13,-3.83115335792471e-12,0.5238000058528525,1.4010014527716854e-9,NaN
Lysobacter sp. URHA0019,undefined,dead,8.075476716259421e-8,-1.026628923645162e-5,6.1156218484467686e-15,-6.691930108667813e-14,-0.2770795987485728,2.549559108869551e-11,NaN
Nocardioides sp. URHA0020,undefined,dead,2.0371955150251708e-7,-2.7922332203317895e-5,1.8250786247311398e-14,-1.7394325770485421e-13,-0.6864997063869918,6.431756990176142e-11,NaN
Comamonadaceae bacterium URHA0028,positive,dead,1.6841531405046933e-6,-2.9327765433367333e-5,1.0840907099529921e-13,-1.4035646396992743e-12,-0.1687064683628754,5.317144895557227e-10,NaN
Geodermatophilaceae bacterium URHA0031,negative,dead,3.21878589222517e-6,-3.613762386571362e-5,3.091158396214772e-13,-3.097100049946123e-12,-0.22587601784845024,1.0162229648313256e-9,NaN
Nocardioides sp. URHA0032,undefined,dead,0.0002251016912001567,4.912541633530195e-5,1.0956808185340932e-11,-1.8521481629857843e-10,0.6349368438177991,7.106825855441718e-8,NaN
Caulobacter sp. URHA0033,positive,dead,8.296137172547377e-6,-5.3737207171227314e-5,2.34287979601364e-13,-7.481242664568164e-12,0.5497636815808304,2.619225197456438e-9,NaN
Microbacterium sp. URHA0036,undefined,dead,1.4534758043935423e-6,-0.00010834507382748713,1.2028524759808506e-14,-1.2528358297835424e-12,0.5430238203301967,4.5888590937942205e-10,NaN
Streptomyces sp. URHA0041,positive,dead,5.191635914307383e-6,5.523417740450778e-5,1.9148871160929222e-13,-3.9341741899971395e-12,0.587872416199329,1.6390837470444482e-9,NaN
Burkholderia sp. URHA0054,positive,dead,1.1435194528177305e-6,-0.00010402306604640904,2.90147587148483e-14,-9.404358531673188e-13,-0.6681158449190889,3.6102765688505656e-10,NaN
Mesorhizobium sp. URHA0056,positive,dead,1.2147112839971959e-5,4.437663866103845e-5,7.348710380022756e-13,-9.972424982795e-12,0.506248946671068,3.835040738246604e-9,NaN
Staphylococcus sp. URHA0057,undefined,dead,5.630929756341022e-9,1.8416872549668207e-5,3.1976095901404744e-16,-4.855352771688645e-15,0.50319380726183,1.7777759451374858e-12,NaN
Mesorhizobium sp. URHB0007,positive,dead,1.4579970193874245e-5,-2.7929652499575485e-5,4.503710287667965e-13,-1.2133219168872104e-11,0.5543460648797625,4.603133303572574e-9,NaN
Bacillus sp. URHB0009,negative,dead,0.0010858525612164373,1.1650767072357635e-6,5.943818291207751e-11,-9.868626973149271e-10,0.5063999184981764,3.4282128295467976e-7,NaN
Intrasporangiaceae bacterium URHB0013,undefined,dead,1.9565876299138114e-5,-2.7462931438814474e-5,7.165292263184168e-13,-1.7852547644686616e-11,0.5840220067409827,6.177264809771996e-9,NaN
Pseudomonas sp. URHB0015,positive,dead,1.2962095259678284e-6,2.5793400650853692e-5,3.992166299519311e-14,-1.0007348661951692e-12,0.6335297403861322,4.092343919809521e-10,NaN
Variovorax sp. URHB0020,positive,dead,0.00022830438553253244,-2.813322128823902e-5,4.793760314433959e-12,-1.8600346303409178e-10,0.6834564297228817,7.207940115254924e-8,NaN
Marmoricola sp. URHB0036,undefined,dead,2.95013495272748e-7,-9.455526897098838e-5,1.0028957445382134e-14,-2.500194550164088e-13,-0.4670602505292609,9.314055015447787e-11,NaN
Mycobacterium sp. URHB0044,positive,dead,1.3303314903157329e-6,-9.69231801720227e-5,3.537116825117818e-14,-1.1117011048967675e-12,-0.27208717720313635,4.200072501133471e-10,NaN
Geodermatophilaceae bacterium URHB0048,negative,dead,3.2732890463642177e-6,-0.00011314549628933809,2.352372518517791e-13,-2.9053451010206487e-12,-4.9511990727921775,1.0334304954799555e-9,NaN
Flavobacterium sp. URHB0058,undefined,dead,5.6793871359279125e-6,-6.197877911506921e-5,1.5143044281242326e-13,-5.615630583540156e-12,0.5923731288191837,1.7930747266037191e-9,NaN
Geodermatophilaceae bacterium URHB0062,negative,dead,3.2598527228077054e-6,-6.147218430687996e-5,2.462523862319582e-13,-2.8764937433932516e-12,-0.7161640824823374,1.0291884299874935e-9,NaN
Mesorhizobium sp. URHC0008,positive,dead,1.002364591880104e-6,1.0967721134414033e-5,1.0263180854978697e-13,-8.650878783353153e-13,-0.21149670369404938,3.1646277556478214e-10,NaN
Sphingomonas sp. URHD0007,positive,dead,0.0002505920964482049,2.0085154953809063e-5,1.713521845757828e-11,-2.0887191728398552e-10,0.29214101467805287,7.911599334115565e-8,NaN
Rhodospirillales bacterium URHD0017,positive,dead,1.8932415911339165e-6,2.423052085266294e-5,7.413506260715697e-14,-1.4683278146323945e-12,0.4671120056493395,5.977271080786429e-10,NaN
Cellulomonas sp. URHD0024,undefined,dead,7.868752080782379e-7,-5.253316718909856e-5,1.4044301458501828e-14,-6.34831021844333e-13,0.6044371106987012,2.4842927851679375e-10,NaN
Mycobacterium sp. URHD0025,positive,dead,1.20493653634553e-6,0.03212015337648949,1.9822769627164613e-11,-2.1223114155575748e-11,-209.25613819454966,3.804180272929394e-10,NaN
Blastococcus sp. URHD0036,undefined,dead,4.0095246331857994e-6,0.0317277882213756,4.8024639556202385e-11,-5.303364147416616e-11,-71.1094700608249,1.2658720234055475e-9,NaN
Sphingomonas sp. URHD0057,positive,dead,8.556784592317613e-7,-1.4887511461477217e-5,1.784372413985453e-13,-8.196415685075755e-13,-3.0189397421952986,2.7015158196237397e-10,NaN
Solirubrobacterales bacterium URHD0059,negative,dead,6.290084629975939e-7,-6.734682588663334e-5,2.767528122590768e-14,-5.113798950518406e-13,-0.5612158774923126,1.9858818404647527e-10,NaN
Bradyrhizobium sp. URHD0069,positive,dead,1.8296486254206878e-5,-9.173303974624264e-5,7.330285678415569e-13,-1.521063091269517e-11,-0.93561624056245,5.776497763382459e-9,NaN
Solirubrobacter sp. URHD0082,negative,dead,1.3945545055377215e-5,-8.340725111841554e-5,5.556095371788806e-13,-1.1809087800765899e-11,-0.38397827478898927,4.402834987128396e-9,NaN
Rhodospirillales bacterium URHD0088,undefined,dead,1.3961686015418546e-5,-1.880942251237038e-5,2.0812626168345324e-13,-1.0760435457318978e-11,0.7233866428452189,4.407930950270289e-9,NaN
Cellulomonas sp. URHE0023,undefined,dead,7.344938219766649e-6,4.529005078550255e-5,1.628444149355109e-13,-5.484000558194091e-12,0.7216775654960335,2.318916244855976e-9,NaN
Dongia sp. URHE0060,positive,dead,0.9974110012621941,0.0002294290325946335,2.1580077233688148e-7,-1.4595447430406666e-6,0.473120845428899,0.00031489884658259903,NaN
Acidobacteriaceae bacterium URHE0068,positive,dead,1.0232292901963908e-8,-4.3755611635317836e-5,1.2340507928785302e-15,-9.409549470008878e-15,-1.1691185623013567,3.2305009957241602e-12,NaN
Micromonosporaceae bacterium URHE0070,negative,dead,3.9516763328371655e-7,6.170985810234453e-5,2.6313926938936007e-14,-3.0899203936910047e-13,0.11616503257924093,1.2476083757883703e-10,NaN
