isolate,response,sample,relabundance,rgrowth,BR,BP,CUE,biomass,measurement
Mycobacterium sp. URHD0025,positive,week9,9.309815239429403e-9,5.543910981881871e-5,1.093630346169325e-12,-9.76631652688003e-12,-156.53151475815008,2.4336296128910394e-9,0.009489051105893192
Blastococcus sp. URHD0036,undefined,week9,2.320300322633124e-6,0.0002125212003053025,2.9994012079281324e-10,-2.962620269484238e-9,-104.7211769966973,6.06537447923262e-7,0.0009732359915356172
Sphingomonas sp. URHD0057,positive,week9,1.0957220215684279e-7,0.00028198147936549705,2.081268292836606e-11,-9.345745923824457e-11,-451.5212373275676,2.8642690435918837e-8,0.06642335768327667
Solirubrobacterales bacterium URHD0059,negative,week9,5.177982892532838e-8,0.0002723385744375571,4.100987634316283e-12,-3.82584442650174e-11,-163.74523434259774,1.3535491498200179e-8,0.017761557178885112
Bradyrhizobium sp. URHD0069,positive,week9,1.8881492564811868e-6,0.00023453250999813202,1.0812044469777006e-10,-1.3770796058693715e-9,-101.90407199175097,4.935711210110379e-7,0.09245742087717804
Solirubrobacter sp. URHD0082,negative,week9,1.4799585656926503e-6,0.00018997729667403357,8.329240462559098e-11,-1.1068882828963744e-9,-90.4999443162482,3.8686814922678617e-7,0.03357664231672332
Rhodospirillales bacterium URHD0088,undefined,week9,7.625989584819859e-7,0.0005714942081512273,4.111016033033439e-11,-5.521326401813526e-10,-54.18634703832349,1.993469645091874e-7,0.0014598540162912605
Cellulomonas sp. URHE0023,undefined,week9,2.2795514163143338e-7,0.0007070781871410223,1.3924894933950625e-11,-1.6554136845688333e-10,-57.510648746103776,5.958854916212368e-8,0.00048661802475564314
Dongia sp. URHE0060,positive,week9,0.9996013477496443,0.0006488477885630462,0.0003247502033100269,-0.001689323195031726,-78.84295156603488,0.26130050687433676,0.016058394179203864
Acidobacteriaceae bacterium URHE0068,positive,week9,1.4579577566176332e-9,0.0002908173933460241,2.5454597555385443e-13,-1.2854037124524604e-12,-259.701034682328,3.81117033968799e-10,0.00048661802475564314
Micromonosporaceae bacterium URHE0070,negative,week9,1.9986548533484303e-8,0.00059990271856808,2.477570312124574e-12,-1.5553569086569905e-11,-205.94229376030725,5.224578052265676e-9,0.0014598540162912605
Bradyrhizobium sp. URHA0002,positive,week12,8.846933564885931e-7,-0.00013346981667350992,3.797794035117022e-12,-7.423746145333495e-11,-84.38715007111215,2.775604511563909e-8,0.11606677098838937
Bradyrhizobium sp. URHA0013,positive,week12,0.0003597435450484376,-0.00010714208938226106,7.180035760454896e-10,-4.205586311394745e-8,-0.4073170634228427,1.1286462131981796e-5,0.1165884194186941
Paenibacillus sp. URHA0014,negative,week12,6.555185240963432e-7,-0.00011735889624916089,6.362097860591465e-13,-5.976184389162034e-11,-0.3080694322793629,2.0565997919517377e-8,0.0005216484303047304
Lysobacter sp. URHA0019,undefined,week12,1.0851901709122335e-8,-0.00011533019690653293,6.634832984348865e-14,-9.378972840193225e-13,-14.214899685609991,3.4046358686854695e-10,0.0
Nocardioides sp. URHA0020,undefined,week12,3.420410501856783e-8,-0.0001182996809515614,2.611006493367802e-13,-3.0270118800388587e-12,-20.23488332564066,1.0731070546336436e-9,0.0
Comamonadaceae bacterium URHA0028,positive,week12,2.507648203392274e-7,-0.00011885065751741621,1.2716694691085003e-12,-2.1715021233643182e-11,-12.725172931603305,7.86740356497802e-9,0.03573291601536804
Geodermatophilaceae bacterium URHA0031,negative,week12,1.0768526312559346e-6,-0.00012151371164180531,6.7754993721541275e-12,-1.072740402375736e-10,-10.83776872962495,3.3784779773487274e-8,0.013041210198275538
Nocardioides sp. URHA0032,undefined,week12,2.0448721682113898e-5,-0.00010928225524503221,3.451757277170876e-11,-1.8582734975442099e-9,-0.8143216620816855,6.415506993503898e-7,0.0018257694749919608
Caulobacter sp. URHA0033,positive,week12,2.33660206184643e-6,-0.0001245776012860532,1.0387559148154952e-12,-2.1727049180487832e-10,0.07591545849521897,7.330769669540413e-8,0.03468961921690776
Microbacterium sp. URHA0036,undefined,week12,4.6568164146523956e-7,-0.00013165827602355288,1.1836932126540516e-13,-4.039104212784243e-11,-0.7293829893101396,1.4610125141366667e-8,0.0013041210446872301
Streptomyces sp. URHA0041,positive,week12,4.355394044390867e-7,-0.00010407270941872063,3.6940185035629127e-13,-3.518523274878983e-11,-0.45054225991324826,1.3664453644403217e-8,0.015388628103572227
Burkholderia sp. URHA0054,positive,week12,2.726760063657985e-7,-0.00013060791279055425,5.867433725765555e-13,-2.2565587948597383e-11,-18.454065231650528,8.554837084660507e-9,0.026082420458700267
Mesorhizobium sp. URHA0056,positive,week12,1.6282941151486522e-6,-0.00010816754230902623,2.1451442828662997e-12,-1.4364002508382086e-10,-0.6320555408265336,5.108550277915233e-8,0.0477308294151833
Staphylococcus sp. URHA0057,undefined,week12,8.136030725044722e-10,-0.00010995961629363559,1.0133167047040595e-15,-7.469331993945288e-14,-0.5164625668003859,2.5525684601371687e-11,0.0
Mesorhizobium sp. URHB0007,positive,week12,2.5070337690048995e-6,-0.00012036292997007996,1.4933452231249481e-12,-2.1707484148817938e-10,-0.15646727453981346,7.865475861050835e-8,0.06051121542938107
Bacillus sp. URHB0009,negative,week12,0.00024719592992054396,-0.00011657060516624318,2.5392369105412654e-10,-2.3761286004521626e-8,-0.3121330160933242,7.755434505023823e-6,0.05659885235746857
Intrasporangiaceae bacterium URHB0013,undefined,week12,4.680031585668088e-6,-0.00012024640644379979,2.963084143501535e-12,-4.4827428433128156e-10,-0.033913058778425764,1.4682959568047155e-7,0.002608242027225269
Pseudomonas sp. URHB0015,positive,week12,1.1933410550640517e-7,-0.00011025968105551993,5.2714621165776094e-14,-9.768642973730186e-12,0.24421201291607042,3.743944488762445e-9,0.0
Variovorax sp. URHB0020,positive,week12,3.3713370569092034e-5,-0.00012033168989458036,1.8522409743586647e-11,-2.8829049391470975e-9,-0.11731955266360616,1.0577109318759113e-6,0.0477308294151833
Marmoricola sp. URHB0036,undefined,week12,7.486171047202615e-8,-0.00012920890284912016,2.0398978843149632e-13,-6.415789897854925e-12,-15.562587846543178,2.3486838666254417e-9,0.0010432967984602695
Mycobacterium sp. URHB0044,positive,week12,3.2562029033527525e-7,-0.00012984740588375702,6.701484536957247e-13,-2.7475861895418276e-11,-12.317472807398953,1.0215891645197328e-8,0.010432968171050268
Geodermatophilaceae bacterium URHB0048,negative,week12,1.0269730062060825e-6,-0.0001323463238736299,7.038196037925591e-12,-9.142340679284823e-11,-73.31942717567695,3.221987469866013e-8,0.04147104850012331
Flavobacterium sp. URHB0058,undefined,week12,2.5060836780873625e-6,-0.00012538666918012357,1.017952557410699e-12,-2.5570940213856065e-10,0.13215827891945953,7.862495080628138e-8,0.0
Geodermatophilaceae bacterium URHB0062,negative,week12,8.105299156594325e-7,-0.00012515893546911273,4.628855864169014e-12,-7.289837306596297e-11,-16.529900711199257,2.542926850486463e-8,0.025039123598090806
Mesorhizobium sp. URHC0008,positive,week12,1.6614671310248638e-7,-0.0001145956589347801,1.1634638380216605e-12,-1.5016049395424154e-11,-10.4495845428957,5.212626082094035e-9,0.011997913399815268
Sphingomonas sp. URHD0007,positive,week12,3.1681066520999684e-5,-0.00011363098684117645,1.0644354104308665e-10,-2.7969671598819277e-9,-3.774202797697229,9.93950169535119e-7,0.08372456961462911
Rhodospirillales bacterium URHD0017,positive,week12,2.5542849752869447e-7,-0.0001114874240166502,1.7893580331621796e-13,-2.0596988244373136e-11,-0.3086783524915593,8.013720063826164e-9,0.0023474178431475
Cellulomonas sp. URHD0024,undefined,week12,1.3127953457730774e-7,-0.0001237491043232552,5.2460554861428276e-14,-1.0886341344867535e-11,-0.1457269986512082,4.118716002288458e-9,0.0
Mycobacterium sp. URHD0025,positive,week12,1.3047831699949696e-8,-0.00011866668114433303,6.712344127762528e-14,-1.5196633986809651e-12,-8.468669325254027,4.093578895658172e-10,0.010172143986972498
Blastococcus sp. URHD0036,undefined,week12,2.6791946013741915e-6,-0.00011439095127286772,8.09442660897306e-12,-3.7428413580035167e-10,-1.5854925333820784,8.405606946623157e-8,0.0005216484303047304
Sphingomonas sp. URHD0057,positive,week12,2.0624804099854397e-7,-0.00011577384550240388,4.016141113068658e-12,-2.0367443036610546e-11,-55.98806445189762,6.470750445882408e-9,0.04590506000234053
Solirubrobacterales bacterium URHD0059,negative,week12,1.195436568703844e-7,-0.00012447702602819236,3.8939187491535666e-13,-9.836137649368352e-12,-15.753386637725253,3.750518876452815e-9,0.013041210198275538
Bradyrhizobium sp. URHD0069,positive,week12,4.216735351480069e-6,-0.00012914121886939303,1.475171640990883e-11,-3.543275752048192e-10,-21.157489638801387,1.3229430943273975e-7,0.1165884194186941
Solirubrobacter sp. URHD0082,negative,week12,3.235161040177943e-6,-0.00012818855764280373,1.0653752978372536e-11,-2.786296450561077e-10,-14.092568620434653,1.014987567488246e-7,0.023213354185248034
Rhodospirillales bacterium URHD0088,undefined,week12,1.9133797183027623e-6,-0.00011749024329609151,3.9724162467154075e-13,-1.5358129200837468e-10,0.4661652936641867,6.002967400518175e-8,0.0015649452287649999
Cellulomonas sp. URHE0023,undefined,week12,6.058663227775929e-7,-0.00010662476688404958,1.8413542807229328e-13,-4.825742322026227e-11,0.44927057022063976,1.9008227953476272e-8,0.0005216484303047304
Dongia sp. URHE0060,positive,week12,0.9992735197010669,-8.705081746730973e-5,2.6429816762857393e-6,-0.00016441700738454502,0.03796001935856719,0.031350841161249185,0.03338549817222053
Acidobacteriaceae bacterium URHE0068,positive,week12,2.855718776867978e-9,-0.00012140408386089236,2.702758826651974e-14,-2.6840287939584926e-13,-22.68407144121887,8.959427424992455e-11,0.0015649452287649999
Micromonosporaceae bacterium URHE0070,negative,week12,4.98179320514002e-8,-0.00010225487534810299,1.6592202822258802e-13,-4.0554406976389114e-12,-5.72485791145434,1.5629695413049428e-9,0.0010432967984602695
Bradyrhizobium sp. URHA0002,positive,dead,2.7743600951699365e-5,-0.00011369147396177191,6.393208718393488e-14,-1.1666993850057145e-12,-3.587119178257791,4.3974859140200505e-10,NaN
Bradyrhizobium sp. URHA0013,positive,dead,0.0027549199975083604,0.00018370772624578058,2.6746605028662318e-11,-1.447941422497722e-10,0.39092351276364556,4.366672482201021e-8,NaN
Paenibacillus sp. URHA0014,negative,dead,1.6009005962936496e-5,3.511876411152774e-5,4.7258863687054545e-14,-6.816431698105899e-13,0.533227040116222,2.53749966855561e-10,NaN
Lysobacter sp. URHA0019,undefined,dead,3.3165599732306777e-7,5.6318875369659576e-5,1.4156235970612938e-15,-1.3398521117903783e-14,0.08177229489371496,5.256897181687326e-12,NaN
Nocardioides sp. URHA0020,undefined,dead,9.333369891465441e-7,3.100807693087663e-5,4.598769335720488e-15,-3.89774993945482e-14,-0.17269919621524288,1.4793812345957966e-11,NaN
Comamonadaceae bacterium URHA0028,positive,dead,7.558317097921562e-6,3.176673409068362e-5,2.7957840367088978e-14,-3.0719318029617235e-13,0.16520842608940745,1.198027358801493e-10,NaN
Geodermatophilaceae bacterium URHA0031,negative,dead,1.7140967631193327e-5,1.754238785221373e-5,1.0065555214227494e-13,-8.083711318722113e-13,0.042189780282724576,2.7169206997345183e-10,NaN
Nocardioides sp. URHA0032,undefined,dead,0.0005638501731502803,0.00012936562778439128,1.853817911089297e-12,-2.2058234834141703e-11,0.6624948881578943,8.937279621210263e-9,NaN
Caulobacter sp. URHA0033,positive,dead,4.993232275316699e-5,-3.0552693598940084e-5,9.165425790014928e-14,-2.2342841170019345e-12,0.5519291532323654,7.914498422307544e-10,NaN
Microbacterium sp. URHA0036,undefined,dead,1.2903441516472712e-5,-9.616770746404748e-5,7.502846756962682e-15,-5.549863115689641e-13,0.5660818423968426,2.04525369326993e-10,NaN
Streptomyces sp. URHA0041,positive,dead,1.8523109845212176e-5,0.0001770074890380102,5.4579743084484714e-14,-6.693335882792319e-13,0.6072048719657097,2.9359964760874823e-10,NaN
Burkholderia sp. URHA0054,positive,dead,9.213126625790174e-6,-8.549910041040265e-5,1.2992787623050277e-14,-3.7733411777961574e-13,-0.1442016848995007,1.4603221345177885e-10,NaN
Mesorhizobium sp. URHA0056,positive,dead,4.953080429640639e-5,0.00015610278456590102,2.3721395020987377e-13,-1.932457078924611e-12,0.5267629750653748,7.850855935490574e-10,NaN
Staphylococcus sp. URHA0057,undefined,dead,1.9913242964823624e-8,7.611357439368077e-5,7.739768288700919e-17,-8.377595541901733e-16,0.5140482781427622,3.1563388470272454e-13,NaN
Mesorhizobium sp. URHB0007,positive,dead,7.470508695518193e-5,7.922130325987738e-6,1.5421114586831421e-13,-3.067722042791161e-12,0.5617490734655557,1.1841093308795346e-9,NaN
Bacillus sp. URHB0009,negative,dead,0.004867678970417153,6.166869349651334e-5,1.9165810663163924e-11,-2.1533451783698512e-10,0.5169526617954942,7.715490769798543e-8,NaN
Intrasporangiaceae bacterium URHB0013,undefined,dead,9.255113320761234e-5,2.9275091581688678e-5,2.588571916194012e-13,-4.105277457858624e-12,0.5907945977922133,1.4669772150905282e-9,NaN
Pseudomonas sp. URHB0015,positive,dead,4.7036269105870435e-6,0.0001073244687508822,1.115054761200571e-14,-1.7558412194046756e-13,0.6340130953283513,7.455460853882133e-11,NaN
Variovorax sp. URHB0020,positive,dead,0.0010722349030267678,6.658439983609412e-6,1.4698542251040853e-12,-4.2973892194341005e-11,0.6935261525730919,1.6995406943712012e-8,NaN
Marmoricola sp. URHB0036,undefined,dead,2.2128851840891986e-6,-7.151750429537705e-5,4.279979012753547e-15,-9.314998199055433e-14,-0.04878103534638112,3.507522849437416e-11,NaN
Mycobacterium sp. URHB0044,positive,dead,1.0209798827833632e-5,-7.914459495012579e-5,1.5367974150096625e-14,-4.2488676366576796e-13,0.034013848427307924,1.6182991749535938e-10,NaN
Geodermatophilaceae bacterium URHB0048,negative,dead,2.5240664454527514e-5,-0.00010286329084886606,9.32273935903977e-14,-1.1195390041284648e-12,-3.1105527006011133,4.000759187407955e-10,NaN
Flavobacterium sp. URHB0058,undefined,dead,3.505137286761691e-5,-2.3375509951946344e-5,7.2079651522651e-14,-1.7026214976826522e-12,0.5944818004716441,5.555800731158102e-10,NaN
Geodermatophilaceae bacterium URHB0062,negative,dead,1.9683230657642462e-5,-3.766541200080242e-5,8.161321733719425e-14,-8.6415712818766e-13,-0.40024975061792856,3.1198808586557516e-10,NaN
Mesorhizobium sp. URHC0008,positive,dead,4.1779498249178955e-6,5.911914066513961e-5,2.4161727322005817e-14,-1.7750876910373453e-13,-0.009670139998831706,6.622238957568924e-11,NaN
Sphingomonas sp. URHD0007,positive,dead,0.0008991995232265443,6.85910319513726e-5,3.680458111113053e-12,-3.6778801344094127e-11,0.36598274925368013,1.4252718110264155e-8,NaN
Rhodospirillales bacterium URHD0017,positive,dead,1.0194230271379517e-5,8.126999406466175e-5,2.7270571327575628e-14,-3.8973398082776027e-13,0.47612533391231415,1.6158314885192413e-10,NaN
Cellulomonas sp. URHD0024,undefined,dead,4.544525862352831e-6,-3.0957530871282306e-5,5.114691748744669e-15,-1.8223507104301102e-13,0.6118910833950484,7.203278514706397e-11,NaN
Mycobacterium sp. URHD0025,positive,dead,2.240873803980418e-5,-0.000135969115448531,-2.0099968714092335e-11,3.327592814490514e-11,130.25582392812623,3.551886074650602e-10,NaN
Blastococcus sp. URHD0036,undefined,dead,7.990980718164898e-5,0.0313656226297685,4.7558740606145815e-11,-5.2204479234386815e-11,-45.1149265100116,1.2666064945395468e-9,NaN
Sphingomonas sp. URHD0057,positive,dead,3.393053616304608e-6,5.84755447890879e-5,3.710204893026133e-14,-1.5909317431182887e-13,-1.5591286417321295,5.378143056912864e-11,NaN
Solirubrobacterales bacterium URHD0059,negative,dead,4.195047360794368e-6,-2.858509160078308e-5,1.0900506215837547e-14,-1.693082808130136e-13,-0.14902185153064695,6.649339323275646e-11,NaN
Bradyrhizobium sp. URHD0069,positive,dead,0.00013438679793506292,-7.646984121053834e-5,2.8520038960091734e-13,-5.57171822756591e-12,-0.4872327042004365,2.1300913748671114e-9,NaN
Solirubrobacter sp. URHD0082,negative,dead,9.403801127374707e-5,-6.708081620245813e-5,2.0078288628996934e-13,-3.965244692987803e-12,-0.10792276779246945,1.4905449032326558e-9,NaN
Rhodospirillales bacterium URHD0088,undefined,dead,7.794912860698835e-5,3.1436048953486896e-5,8.578403733806917e-14,-2.9468291507503956e-12,0.7213922452952319,1.2355288545857363e-9,NaN
Cellulomonas sp. URHE0023,undefined,dead,2.6809906017181022e-5,0.00013608679794226684,4.596681704967105e-14,-9.638798382950268e-13,0.720580355245195,4.249491054604197e-10,NaN
Dongia sp. URHE0060,positive,dead,0.9889038985294617,0.00044679590395810086,1.728700868390075e-8,-6.671022222132237e-8,0.47430566162114796,1.5674572928271783e-5,NaN
Acidobacteriaceae bacterium URHE0068,positive,dead,5.750825964811672e-8,-8.51854189537353e-6,3.823772715293352e-16,-2.6244911155046576e-15,-0.6975843902660526,9.115318598428395e-13,NaN
Micromonosporaceae bacterium URHE0070,negative,dead,1.955796984095608e-6,0.00018197548932313487,8.939063967650904e-15,-7.441291203572017e-14,0.265351663250908,3.1000264541061766e-11,NaN
