Column1,cellulose breakdown,chitin breakdown,heteromannan breakdown,xylan and heteroxylan breakdown,xyloglucan breakdown,mixed linkage glucan breakdown,monosaccharide transport,amino sugar transport,amide transport,monocarboxylate transport,protein degradation,free amino acids transport,general,peptide transport,guild_id,mingentime,bin length,afe.median,rel.abund,class,id,totalcazy,color,spherical_equivalent_diameter,r_median,relabund_median,bge_median,J_DE_median
73,1.024136508,0.682757672,0.341378836,1.365515344,0.682757672,0.341378836,0.0,0.0,0.0,0.341378836,0.955860741,0.682757672,3.072409524,0.0,2,8.323333531,2.929297,,,,H2-16-all-fractions_metab_63_CM_curated,0.739654145,,,0.02575886244219981,2.739505119399433e-6,0.9997711640551651,NaN
74,1.239811846,0.826541231,0.413270615,2.066353077,0.826541231,0.413270615,0.413270615,0.0,0.0,0.0,1.281138908,1.239811846,3.719435538,0.413270615,3,6.525038495,2.419722,0.228786467,0.020154354,Alphaproteobacteria,H2-16-all-fractions_metab_75,0.964298103,#e7ba52,0.960118077,0.1023781011337922,3.3375881924203227e-6,NaN,7.707211874751397e-8
75,1.359639333,0.906426222,0.226606556,2.492672111,0.906426222,0.453213111,0.453213111,0.0,0.0,0.226606556,0.589177044,0.679819667,1.812852444,0.0,2,15.48824282,4.412935,0.073204947,0.00511796,Acidobacteriia,H2-16-all-fractions_metab_conc_1,1.057497259,#c5b0d5,0.940835291,0.08280596613113919,2.0624864241907552e-6,NaN,2.851110847669357e-8
76,0.484547615,0.323031743,0.161515872,0.807579358,0.484547615,0.161515872,1.93819046,0.161515872,0.161515872,0.323031743,0.533002377,3.714865049,1.93819046,0.646063487,1,3.121002989,6.191342,0.438843993,0.006943146,Betaproteobacteria,H2-16-all-fractions_metab_conc_100,0.403789679,#ff7f0e,0.898997439,0.05502183694300568,0.49090457239131924,0.4472251042163321,0.029680857486280788
77,0.373717774,0.373717774,0.186858887,0.934294436,0.186858887,0.373717774,0.934294436,0.0,0.186858887,0.373717774,0.541890773,0.934294436,1.494871097,0.186858887,1,2.192713233,5.351632,0.475175432,0.01112553,Betaproteobacteria,H2-16-all-fractions_metab_conc_101,0.404860922,#ff7f0e,0.898997439,0.11126910641878746,0.4130868490535414,0.7079704586414164,0.022022922734065208
78,0.983286345,0.491643172,0.491643172,2.212394275,0.491643172,0.983286345,0.491643172,0.0,0.0,0.491643172,0.491643172,0.491643172,2.458215861,0.0,2,5.929285805,4.067991,0.096110781,0.025768424,Actinobacteria,H2-16-all-fractions_metab_conc_111,0.94231608,#5254a3,0.827954149,0.05010088243812794,4.932886715264748e-6,0.16062308031489425,2.572188235591588e-7
79,1.165319509,0.582659754,0.145664939,2.184974079,0.873989632,0.582659754,0.728324693,0.0,0.0,0.436994816,0.524393779,1.01965457,1.456649386,0.0,2,5.039617361,6.86507,-0.014969357,0.007885986,Actinobacteria,H2-16-all-fractions_metab_conc_119,0.922544611,#5254a3,0.827954149,0.048224727764057694,4.291452668560643e-6,0.07533518711038968,2.3922452922604526e-7
80,1.406262481,0.562504992,0.562504992,2.531272465,1.406262481,1.125009984,1.125009984,0.0,0.0,0.281252496,0.70313124,1.406262481,1.406262481,0.0,2,2.798705289,3.555524,0.178559723,0.008671876,Actinobacteria,H2-16-all-fractions_metab_conc_131,1.265636233,#5254a3,0.827954149,0.04280884324429401,0.2259592718848157,0.4850084504167446,0.016241912210223544
81,1.075124697,0.716749798,0.358374899,1.075124697,0.358374899,0.358374899,1.075124697,0.0,0.358374899,0.0,0.895937247,0.716749798,2.866999191,0.358374899,1,9.975472738,2.790374,0.12132575,0.007612709,Unknown,H2-16-all-fractions_metab_conc_137,0.657020648,#c7c7c7,,0.05037863589829475,3.935353453754906e-6,NaN,1.4216320204290658e-7
82,0.819121842,0.819121842,0.163824368,1.638243685,0.982946211,0.491473105,0.327648737,0.0,0.0,0.163824368,0.540620416,0.819121842,1.638243685,0.163824368,2,11.26791075,6.104098,0.115214141,0.006190533,Unknown,H2-16-all-fractions_metab_conc_16,0.819121842,#c7c7c7,,0.018386382273548108,1.5426697689382085e-5,NaN,2.6577267037324176e-7
83,0.908855639,0.68164173,0.22721391,1.817711279,0.68164173,0.22721391,1.136069549,0.0,0.22721391,0.0,0.658920339,1.590497369,2.499353008,0.22721391,1,19.58093342,4.401139,0.159419981,0.0059004,Alphaproteobacteria,H2-16-all-fractions_metab_conc_17,0.7573797,#e7ba52,0.960118077,0.0638968051582566,1.8203731049706305e-6,NaN,2.0032756441996158e-8
84,1.303940203,1.303940203,0.869293469,2.607880406,0.434646734,0.869293469,0.0,0.0,0.0,0.434646734,1.217010856,1.738586937,1.738586937,0.0,3,6.029493954,2.300719,-0.009979896,0.012863672,Actinobacteria,H2-16-all-fractions_metab_conc_19,1.231499081,#5254a3,0.827954149,0.0385328365375636,2.16648589651272e-6,0.9997870510787782,NaN
85,0.845276741,0.845276741,0.211319185,0.845276741,0.633957556,0.633957556,0.845276741,0.0,0.211319185,0.422638371,0.591693719,1.690553483,1.056595927,0.211319185,1,7.561767852,4.732178,0.053947133,0.003974557,Betaproteobacteria,H2-16-all-fractions_metab_conc_25,0.66917742,#ff7f0e,0.898997439,0.0391516806115622,3.2007159074925737e-6,NaN,8.96811306853483e-8
86,0.95866661,1.91733322,0.479333305,3.355333134,1.437999915,0.95866661,0.95866661,0.479333305,0.0,0.0,1.294199923,1.437999915,1.91733322,0.479333305,1,4.366105137,2.086231,0.246500197,0.004934592,Alphaproteobacteria,H2-16-all-fractions_metab_conc_33,1.517888799,#e7ba52,0.960118077,0.04438978741017326,3.869547828011801e-6,NaN,2.2805621068709535e-7
87,0.847789319,0.565192879,0.28259644,1.978175077,0.565192879,0.565192879,0.847789319,0.0,0.0,0.28259644,0.763010387,1.130385758,1.412982198,0.0,2,9.394757898,3.538615,-0.16419182,0.002769222,Actinobacteria,H2-16-all-fractions_metab_conc_41,0.800689912,#5254a3,0.827954149,0.051503033884525845,2.6263334229119598e-6,NaN,7.125761596215213e-8
88,0.51110608,0.766659119,0.25555304,1.022212159,0.51110608,0.51110608,0.51110608,0.0,0.25555304,0.0,0.689993207,1.022212159,2.299977358,0.51110608,1,9.606025398,3.913082,0.16006122,0.005690165,Alphaproteobacteria,H2-16-all-fractions_metab_conc_42,0.596290426,#e7ba52,0.960118077,0.05541956238886013,3.2352089264491065e-6,NaN,6.593119885704776e-8
89,0.959030229,0.639353486,0.319676743,2.557413943,0.639353486,0.319676743,0.0,0.0,0.0,0.0,0.89509488,1.598383714,2.877090686,0.0,2,8.419480659,3.12816,0.263205182,0.007670926,Acidobacteriia,H2-16-all-fractions_metab_conc_43,0.905750771,#c5b0d5,0.940835291,0.027013783836148234,2.38770895982797e-6,0.99974609065565,NaN
90,0.280390275,0.420585413,0.140195138,0.841170826,0.140195138,0.140195138,0.56078055,0.0,0.140195138,0.140195138,0.294409789,1.401951376,1.542146514,0.0,1,7.525626172,7.132915,-0.045005925,0.007359171,Alphaproteobacteria,H2-16-all-fractions_metab_conc_47,0.327121988,#e7ba52,0.960118077,0.1230412239859961,3.72632151527429e-6,NaN,1.0914501488546573e-7
91,0.885738906,0.442869453,0.33215209,1.439325722,0.885738906,0.442869453,0.66430418,0.221434727,0.110717363,0.33215209,0.431797717,1.550043086,1.107173633,0.221434727,1,0.311330068,9.032007,0.127819306,0.006827054,Actinobacteria,H2-16-all-fractions_metab_conc_5,0.738115755,#5254a3,0.827954149,0.22580816520933733,0.06626115750114978,0.14356170292012707,0.031079458697640967
92,0.450032852,0.900065705,0.450032852,1.350098557,0.450032852,0.450032852,0.0,0.0,0.0,0.450032852,0.85506242,1.350098557,3.600262819,0.0,2,8.948654186,2.22206,-0.071948207,0.005716169,Actinobacteria,H2-16-all-fractions_metab_conc_54,0.675049279,#5254a3,0.827954149,0.04055119296081086,2.170661499489927e-6,0.9997942809605915,NaN
93,1.528701368,0.339711415,0.509567123,2.377979906,0.849278538,0.849278538,0.339711415,0.0,0.0,0.0,0.424639269,0.849278538,1.698557076,0.169855708,2,9.003197691,5.88735,0.222884456,0.004762027,Unknown,H2-16-all-fractions_metab_conc_60,1.075752815,#c7c7c7,,0.02412275626659777,1.5563102524637668e-5,NaN,3.474743675146079e-7
94,0.576682977,0.288341489,0.288341489,0.288341489,0.576682977,0.576682977,0.576682977,0.0,0.0,0.288341489,0.461346382,1.441707443,2.01839042,0.0,1,2.062976965,3.46811,0.422563105,0.007754371,Actinobacteria,H2-16-all-fractions_metab_conc_62,0.432512233,#5254a3,0.827954149,0.045145698512703766,0.5962156192444626,0.4561436994697149,0.03962776902441452
95,1.554552834,1.243642268,0.310910567,1.554552834,1.243642268,0.310910567,0.0,0.0,0.0,0.310910567,0.621821134,0.932731701,2.176373968,0.0,2,13.03855478,3.216359,0.025196438,0.004762581,Actinobacteria,H2-16-all-fractions_metab_conc_65,1.036368556,#5254a3,0.827954149,0.0817515907605665,1.762448215822388e-6,0.9987146645970949,NaN
96,1.113470845,0.556735422,0.185578474,2.041363215,1.113470845,0.556735422,1.113470845,0.0,0.185578474,0.185578474,0.649524659,1.484627793,1.855784741,0.371156948,1,4.99904784,5.388556,0.382199327,0.012364313,Betaproteobacteria,H2-16-all-fractions_metab_conc_71,0.92789237,#ff7f0e,0.898997439,0.06228259799216139,4.999898172161264e-6,0.11420970001769588,2.961351593289857e-7
97,0.581616498,0.872424748,0.290808249,2.326465993,0.0,0.290808249,0.0,0.0,0.0,0.581616498,0.610697323,0.290808249,2.908082492,0.0,2,9.579455703,3.438692,-0.074408145,0.016510687,Actinobacteria,H2-16-all-fractions_metab_conc_77,0.727020623,#5254a3,0.827954149,0.1053278963786634,3.6354345833602246e-6,NaN,NaN
98,0.950083259,0.633388839,0.31669442,2.216860938,0.950083259,0.31669442,0.0,0.0,0.0,0.0,0.696727723,0.31669442,2.533555357,0.0,2,9.86804292,3.157618,0.082292292,0.013509559,Actinobacteria,H2-16-all-fractions_metab_conc_97,0.897300856,#5254a3,0.827954149,0.0674109229702207,2.091238402487753e-6,0.9996979651206995,NaN
99,0.513861148,0.513861148,0.256930574,0.256930574,0.256930574,0.256930574,0.770791721,0.256930574,0.256930574,0.770791721,0.59094032,2.05544459,1.798514016,0.0,1,1.578439745,3.892102,0.13624165,0.02739766,Actinobacteria,H2-18-all-fractions_metab_36,0.342574098,#5254a3,0.827954149,0.08071984908109806,0.571188568241705,0.6790813717778685,0.03112781174431777
100,0.927511857,0.927511857,0.927511857,1.236682476,0.309170619,0.618341238,0.309170619,0.0,0.0,0.0,0.803843609,2.78253557,2.164194332,0.309170619,3,27.05920319,3.23446,0.05559718,0.001246894,Unknown,H2-18-all-fractions_metab_49,0.824454984,#c7c7c7,,0.04763749677811097,1.1990598373059726e-6,NaN,2.1596303052113425e-9
101,0.360518924,0.721037847,0.180259462,1.622335157,0.360518924,0.360518924,0.901297309,0.0,0.180259462,0.360518924,0.739063794,1.442075695,1.982854081,0.180259462,1,2.298736609,5.547559,0.278805785,0.019343589,Betaproteobacteria,H2-18-all-fractions_metab_63,0.600864873,#ff7f0e,0.898997439,0.06244070343658166,0.31708668662524647,0.5012311817806288,0.020705053920681317
102,0.561173054,0.561173054,0.280586527,2.244692215,0.561173054,0.280586527,1.122346107,0.0,0.0,0.280586527,0.617290359,1.122346107,2.244692215,0.280586527,2,4.818487043,3.563963,,,,H2-18-all-fractions_metab_84_curated_AG_curated,0.748230738,,,0.05145108430607451,0.626152014416802,0.4601785734849799,0.03797447194790636
103,1.217988719,0.811992479,0.40599624,1.217988719,0.811992479,0.40599624,0.0,0.0,0.0,0.40599624,1.014990599,1.217988719,2.841973678,0.0,2,4.750556898,2.463077,0.095805081,0.013525291,Actinobacteria,H2-18-all-fractions_metab_91,0.811992479,#5254a3,0.827954149,0.0363676664809103,2.548612404825622e-6,0.9998525753615475,NaN
104,1.314780322,1.753040429,0.438260107,2.191300537,0.438260107,1.314780322,0.438260107,0.0,0.0,0.0,1.139476279,2.629560644,3.067820752,0.438260107,3,5.818283159,2.28175,0.212363793,0.011902391,Unknown,H2-18-all-fractions_metab_conc_15,1.241736971,#c7c7c7,,0.055967062461493244,1.719369861466231e-6,NaN,2.3133348718556023e-8
105,0.618055452,0.494444361,0.12361109,1.112499813,0.741666542,0.247222181,0.247222181,0.12361109,0.0,0.12361109,0.407916598,0.741666542,1.359721994,0.247222181,1,8.665774357,8.089889,0.146419551,0.012989259,Unknown,H2-18-all-fractions_metab_conc_22,0.556249907,#c7c7c7,,0.017822410092281943,4.598571280359542e-5,NaN,1.0361421077129939e-6
106,0.959395811,0.639597207,0.639597207,1.598993018,0.639597207,0.639597207,0.0,0.0,0.0,0.319798604,0.831476369,0.959395811,1.279194415,0.0,2,6.224474294,3.126968,0.103356001,0.010517313,Actinobacteria,H2-18-all-fractions_metab_conc_34,0.852796276,#5254a3,0.827954149,0.03374138540667963,2.4173137066591023e-6,0.9981733516687346,NaN
107,0.744648906,0.0,0.186162227,0.744648906,0.55848668,0.372324453,0.372324453,0.0,0.0,0.186162227,0.316475785,0.930811133,1.675460039,0.186162227,1,13.5182173,5.371659,0.072991865,0.007204315,Unknown,H2-18-all-fractions_metab_conc_39,0.434378529,#c7c7c7,,0.0311842953645685,1.0813976717784196e-5,NaN,1.5303568351419342e-7
108,0.418119807,0.418119807,0.418119807,2.090599036,0.0,0.418119807,2.508718843,0.0,0.0,0.0,1.003487537,0.836239614,2.090599036,0.418119807,3,10.41409465,2.391659,0.175627345,0.004838473,Unknown,H2-18-all-fractions_metab_conc_45,0.627179711,#c7c7c7,,0.0768997435282747,8.595566846012996e-6,0.09844283488573952,4.143485784739265e-7
109,0.711007765,0.568806212,0.142201553,1.422015531,0.853209318,0.284403106,0.284403106,0.0,0.0,0.142201553,0.440824815,0.426604659,1.422015531,0.0,2,10.49178043,7.032272,0.136577026,0.014672249,Unknown,H2-18-all-fractions_metab_conc_56,0.663607248,#c7c7c7,,0.02912590244443644,3.106780939663362e-5,NaN,8.327031192885829e-7
110,1.094755065,0.72983671,0.364918355,2.18951013,1.094755065,0.912295887,0.364918355,0.0,0.182459177,0.0,0.492639779,0.72983671,1.642132597,0.182459177,2,8.179614222,5.480678,0.242469937,0.008969775,Sphingobacteriia,H2-18-all-fractions_metab_conc_57,1.064345202,#dbdb8d,0.851238818,0.07610835515826367,2.19001550904936e-6,NaN,5.9437226355227815e-8
111,0.952883939,0.476441969,0.476441969,1.667546893,0.952883939,0.714662954,0.238220985,0.0,0.0,0.476441969,0.547908265,0.714662954,1.905767878,0.0,2,5.512136087,4.197783,0.119952917,0.006398628,Actinobacteria,H2-18-all-fractions_metab_conc_62,0.873476944,#5254a3,0.827954149,0.1065838344990342,2.9119496842409667e-6,NaN,8.237610789721373e-8
112,0.366196946,0.366196946,0.183098473,0.732393892,0.366196946,0.366196946,1.098590838,0.0,0.183098473,0.183098473,0.494365877,1.647886256,2.014083202,0.0,1,7.817368426,5.461542,0.220033252,0.010269243,Alphaproteobacteria,H2-18-all-fractions_metab_conc_74,0.396713358,#e7ba52,0.960118077,0.04813508691705706,4.264568084578457e-6,NaN,1.5876401456391423e-7
113,0.789504641,0.789504641,0.394752321,1.579009282,0.394752321,0.394752321,1.579009282,0.0,0.0,0.0,1.026356033,1.579009282,2.763266244,0.0,3,6.351432199,2.533234,0.129804899,4.58e-6,Actinobacteria,H2-18-all-fractions_metab_conc_82,0.723712588,#5254a3,0.827954149,0.048672960271403234,5.172842801559059e-6,0.21935319369941053,2.567555545448845e-7
114,0.823797647,0.823797647,0.274599216,2.47139294,0.0,0.274599216,0.0,0.0,0.0,0.549198431,0.549198431,0.274599216,2.745992156,0.0,2,10.93838191,3.641671,0.050087048,0.017920451,Actinobacteria,H2-18-all-fractions_metab_conc_87,0.778031111,#5254a3,0.827954149,0.10505655720755108,3.2810374180053016e-6,NaN,NaN
115,0.805498656,0.536999104,0.134249776,1.610997312,1.073998208,0.402749328,0.536999104,0.0,0.134249776,0.0,0.416174306,0.536999104,1.476747536,0.134249776,2,2.090301077,7.448802,0.315245646,0.011394993,Sphingobacteriia,H2-18-all-fractions_metab_conc_88,0.760748731,#dbdb8d,0.851238818,0.045726336824926016,0.21889155005398345,0.4621562289179987,0.022941393576132865
116,0.233188997,0.233188997,0.233188997,0.932755988,0.466377994,0.233188997,0.233188997,0.0,0.0,0.0,0.536334693,1.63232298,2.565078968,0.0,1,17.08984331,4.288367,0.013247734,0.003471697,Alphaproteobacteria,H2-18-all-fractions_metab_conc_95,0.388648329,#e7ba52,0.960118077,0.06389580716479024,2.1267052760263347e-6,NaN,8.388352951624634e-9
117,1.004244691,0.502122346,0.502122346,2.008489382,0.502122346,1.004244691,0.753183518,0.0,0.0,0.502122346,0.527228463,0.502122346,2.510611728,0.0,2,7.904167325,3.983093,0.160913291,0.017882066,Actinobacteria,H2-18-all-fractions_metab_conc_96,0.920557634,#5254a3,0.827954149,0.047390519271371424,3.6112640758493647e-6,0.0669529748684264,1.5916310163770655e-7
118,0.552256945,0.184085648,0.184085648,0.368171297,0.552256945,0.368171297,0.368171297,0.0,0.0,0.184085648,0.386579862,0.736342594,1.288599539,0.0,1,1.674442976,5.432254,0.356645445,0.005193459,Actinobacteria,H2-18-all-fractions_metab_conc_98,0.368171297,#5254a3,0.827954149,0.047357674071061444,0.394529976454932,0.5680268895974332,0.035174545367907345
119,0.814020361,0.814020361,1.221030542,0.814020361,0.0,0.814020361,0.407010181,0.0,0.0,0.407010181,0.814020361,0.814020361,2.849071264,0.0,3,15.26593264,2.456941,0.189198927,0.007262843,Unknown,H2-18-all-fractions_metab_maxbC_80,0.746185331,#c7c7c7,,0.09648895781578085,3.143357440880517e-6,NaN,4.0158364194197356e-8
120,0.817314759,0.544876506,0.136219126,1.634629517,1.089753012,0.408657379,0.544876506,0.0,0.136219126,0.0,0.422279292,0.544876506,1.498410391,0.136219126,2,2.308030429,7.341113,0.31518005,0.002415541,Sphingobacteriia,H3-16-all-fractions_conc_123,0.771908383,#dbdb8d,0.851238818,0.04436876907089493,0.2345349265663959,0.4493084969739538,0.022953876570224116
121,0.822703862,0.65816309,0.329081545,1.31632618,0.822703862,0.493622317,0.987244635,0.0,0.164540772,0.493622317,0.559438626,1.31632618,1.97448927,0.164540772,1,4.620450028,6.077521,0.016965646,0.004566086,Actinobacteria,H3-16-all-fractions_conc_3,0.740433476,#5254a3,0.827954149,0.047021395483457136,5.782199698946681e-5,0.26234378003992165,4.6381176572186765e-6
122,0.61522197,0.369133182,0.246088788,1.107399545,0.738266364,0.369133182,0.738266364,0.123044394,0.0,0.246088788,0.418350939,0.61522197,1.107399545,0.123044394,1,13.92128527,8.127148,0.03056032,0.007263044,Unknown,H3-16-all-fractions_conc_58,0.574207172,#c7c7c7,,0.02250129096441877,4.451023850413502e-5,NaN,1.259551366419098e-6
123,1.212234942,0.727340965,0.484893977,2.666916872,1.45468193,0.969787953,0.242446988,0.0,0.0,0.0,0.557628073,0.484893977,1.212234942,0.0,2,5.62848317,4.124613,0.2324158,0.001474617,Sphingobacteriia,H3-16-all-fractions_maxb_26,1.252642773,#dbdb8d,0.851238818,0.06639293324093923,2.8290874519065045e-6,0.9505370936447072,1.0512924398086283e-7
124,0.383816824,0.0,0.191908412,0.767633648,0.191908412,0.191908412,0.191908412,0.0,0.0,0.0,0.460580189,0.95954206,1.727175709,0.0,1,9.553475977,5.210819,0.084127245,0.012140077,Unknown,H3-16-all-fractions_metab_130,0.287862618,#c7c7c7,,0.024764600480182874,1.4125713115472624e-5,NaN,1.4722612436669917e-7
125,0.675200982,1.350401964,0.337600491,1.688002455,0.675200982,0.675200982,0.0,0.0,0.0,0.0,1.046561522,2.025602946,2.025602946,0.337600491,3,5.33224086,2.962081,0.210361599,0.013342849,Unknown,H3-16-all-fractions_metab_140,0.900267976,#c7c7c7,,0.018277869748737074,3.2005883541826667e-6,0.9998811177637449,NaN
126,1.040605466,0.462491318,0.231245659,1.503096784,0.809359807,0.346868489,0.462491318,0.231245659,0.11562283,0.231245659,0.346868489,0.809359807,0.924982636,0.11562283,1,15.97104074,8.648811,0.110842442,0.006336903,Actinobacteria,H3-16-all-fractions_metab_147,0.73227792,#5254a3,0.827954149,0.08556562235077202,1.4480235350642156e-6,NaN,2.427725548286899e-8
127,0.718761717,0.479174478,0.479174478,1.197936196,0.958348956,0.479174478,0.239587239,0.0,0.0,0.0,0.622926822,0.958348956,2.395872391,0.0,2,4.189891747,4.173845,0.120854604,0.008281776,Actinobacteria,H3-16-all-fractions_metab_148,0.718761717,#5254a3,0.827954149,0.05375391587676251,3.3105184003260985e-6,0.9936733610366592,9.789348233711832e-8
128,0.481526246,0.240763123,0.0,0.722289368,0.722289368,0.0,0.240763123,0.0,0.0,0.240763123,0.577831495,1.203815614,2.166868105,0.0,1,8.71413558,4.15346,0.014637721,0.022351446,Actinobacteria,H3-16-all-fractions_metab_155,0.361144684,#5254a3,0.827954149,0.06814547867774624,2.8662405192228297e-6,0.9885901972476361,3.212304909608933e-8
129,0.528906988,0.423125591,0.105781398,0.634688386,0.423125591,0.105781398,0.423125591,0.0,0.105781398,0.105781398,0.412547451,0.740469784,0.952032579,0.105781398,1,4.624644279,9.453458,0.209705062,0.015320571,Deltaproteobacteria,H3-16-all-fractions_metab_25,0.370234892,#8ca252,1.276667049,0.04761695216934134,0.00016378744719914461,0.1412555488541939,1.662402616768107e-5
130,1.15154625,0.4606185,0.23030925,1.61216475,0.69092775,0.4606185,1.15154625,0.0,0.0,0.23030925,0.575773125,0.921237,0.921237,0.0,2,6.046750783,4.341988,0.010978536,0.002691616,Actinobacteria,H3-16-all-fractions_metab_34,0.7676975,#5254a3,0.827954149,0.04521940986426966,4.734140614790654e-5,0.3745603144916426,3.2363730879860865e-6
131,0.837040259,0.837040259,0.27901342,2.790134197,0.837040259,0.27901342,0.558026839,0.0,0.0,0.27901342,0.753336233,1.116053679,2.511120777,0.0,2,9.79610316,3.584057,0.09825891,0.002836456,Unknown,H3-16-all-fractions_metab_43,0.976546969,#c7c7c7,,0.056541371132990924,5.086310371445103e-6,NaN,1.0009374915096492e-7
132,1.559279114,1.299399262,0.259879852,2.079038819,1.559279114,1.039519409,0.519759705,0.0,0.0,0.259879852,0.54574769,0.519759705,2.338918671,0.259879852,2,2.071558674,3.847932,0.30872941,0.001850905,Cytophagia,H3-16-all-fractions_metab_44,1.299399262,#9467bd,0.982832453,0.0490131174948766,0.2648393463015673,0.33573060986200226,0.024069699963926255
133,0.941610719,0.62774048,0.15693512,2.040156558,1.098545839,0.62774048,0.47080536,0.0,0.0,0.15693512,0.517885896,0.31387024,1.569351199,0.15693512,2,9.124129103,6.37206,0.133533062,0.014587519,Unknown,H3-16-all-fractions_metab_47,0.915454866,#c7c7c7,,0.033409587324153014,3.31128298193874e-5,NaN,1.507519669777715e-6
134,1.194344159,0.955475327,0.477737664,2.388688319,0.955475327,1.194344159,0.955475327,0.0,0.238868832,0.238868832,0.262755715,0.477737664,1.910950655,0.238868832,2,12.80788375,4.186398,0.121631066,0.002079643,Unknown,H3-16-all-fractions_metab_64,1.194344159,#c7c7c7,,0.026889063032923474,7.541766846705183e-6,0.9345835416574549,2.2383582144069492e-7
135,0.918015691,0.918015691,0.30600523,1.836031381,0.918015691,0.30600523,0.0,0.0,0.0,0.0,0.61201046,0.918015691,2.448041842,0.0,2,5.104508244,3.267918,0.083412708,0.00415685,Unknown,H3-16-all-fractions_metab_67,0.867014819,#c7c7c7,,0.12421695547747211,4.143656862753658e-6,0.9998037124182697,NaN
136,0.607238372,0.607238372,0.151809593,1.518095931,0.303619186,0.303619186,1.062667152,0.0,0.151809593,0.303619186,0.394704942,1.214476745,1.669905524,0.303619186,1,16.17217056,6.587199,0.072843831,0.003648046,Alphaproteobacteria,H3-16-all-fractions_metab_76,0.581936774,#e7ba52,0.960118077,0.08761037827389365,2.407877680437113e-6,NaN,4.10392160417316e-8
137,0.808885009,0.808885009,0.808885009,1.078513345,0.269628336,0.539256672,0.269628336,0.0,0.0,0.269628336,0.727996508,0.808885009,2.426655026,0.269628336,3,13.5963794,3.708809,0.153724543,0.014771135,Unknown,H3-16-all-fractions_metab_conc_1,0.719008897,#c7c7c7,,0.03825096005348838,4.027178362382628e-6,NaN,4.452631599675924e-8
138,1.002161914,1.002161914,0.250540478,1.503242871,0.751621435,0.751621435,0.501080957,0.0,0.250540478,0.0,0.751621435,1.503242871,2.254864306,0.250540478,1,5.604883602,3.991371,0.208141715,0.009239086,Unknown,H3-16-all-fractions_metab_conc_10,0.876891675,#c7c7c7,,0.039407433316539245,8.414052487925616e-6,0.9370953429179969,2.571728589301697e-7
139,0.966762543,0.483381271,0.322254181,2.094652176,0.805635452,0.644508362,0.966762543,0.0,0.0,0.16112709,0.451155853,1.611270904,0.805635452,0.322254181,2,4.160397111,6.206281,0.31200609,0.015361114,Betaproteobacteria,H3-16-all-fractions_metab_conc_100,0.886198997,#ff7f0e,0.898997439,0.043882149819648775,5.297323282280226e-6,0.1716852965552765,4.0072114410767215e-7
140,0.398213772,0.298660329,0.099553443,0.597320658,0.497767215,0.199106886,0.298660329,0.0,0.099553443,0.099553443,0.378303084,0.696874102,0.696874102,0.099553443,1,4.48158109,10.044856,0.020333716,0.006535874,Deltaproteobacteria,H3-16-all-fractions_metab_conc_11,0.348437051,#8ca252,1.276667049,0.04295646005402038,6.7108972589054075e-6,0.055839153759510145,5.609406497145971e-7
141,1.218327545,1.218327545,0.406109182,1.624436727,0.406109182,0.406109182,1.218327545,0.0,0.0,0.406109182,0.771607445,0.812218363,2.43665509,0.406109182,3,13.3447788,2.462392,0.179581163,0.00313321,Unknown,H3-16-all-fractions_metab_conc_110,0.879903227,#c7c7c7,,0.07511756689378427,1.9552263445435993e-6,NaN,4.7251182462966294e-8
142,0.644739644,0.859652859,0.214913215,0.859652859,0.644739644,0.42982643,0.0,0.0,0.0,0.0,0.537283037,0.42982643,2.149132148,0.214913215,2,3.226127398,4.653041,0.334103841,0.009023628,Bacteroidetes,H3-16-all-fractions_metab_conc_113,0.608920775,#ce6dbd,1.172055497,0.012777862169309713,4.9248507507129505e-6,0.9996424360673515,NaN
143,0.583519683,0.291759841,0.145879921,0.875279524,0.291759841,0.437639762,0.875279524,0.145879921,0.145879921,0.291759841,0.393875786,1.458799207,1.604679128,0.0,1,5.854040022,6.854953,0.166978317,0.008634263,Actinobacteria,H3-16-all-fractions_metab_conc_118,0.437639762,#5254a3,0.827954149,0.07177699387842663,5.076551791589804e-6,0.0508492581964675,2.2999268714009373e-7
144,0.785611062,0.785611062,0.0,1.571222124,0.392805531,0.0,0.0,0.0,0.0,0.392805531,0.667769403,0.785611062,2.356833186,0.0,2,5.750055145,2.545789,0.013799906,0.004001545,Actinobacteria,H3-16-all-fractions_metab_conc_126,0.589208297,#5254a3,0.827954149,0.03345731323231634,2.671621748324622e-6,0.9998913517692845,NaN
145,0.716670692,0.716670692,0.358335346,1.433341384,0.358335346,0.358335346,0.0,0.0,0.0,0.0,0.967505434,1.075006038,3.225018114,0.358335346,3,3.008841507,2.790682,0.350984691,0.005830831,Gammaproteobacteria,H3-16-all-fractions_metab_conc_13,0.656948134,#17becf,0.976449739,0.021186558182308364,3.7927071721374594e-6,0.9994897442897621,NaN
146,1.08098759,1.08098759,0.270246898,1.621481385,0.810740693,0.540493795,0.270246898,0.0,0.0,0.0,0.891814762,1.621481385,2.702468976,0.540493795,3,7.582090112,3.70032,0.1536601,0.008568818,Unknown,H3-16-all-fractions_metab_conc_152,0.900822992,#c7c7c7,,0.04187976843665848,5.059325353291366e-6,NaN,6.166057580985615e-8
