isolate,response,sample,relabundance,rgrowth,BR,BP,CUE,biomass,measurement
Mycobacterium sp. URHD0025,positive,week9,9.284731569893257e-9,8.366698192091946e-5,1.2035273488577758e-12,-9.85113378958031e-12,-156.06384387550614,2.4265767948228853e-9,0.009489051105893192
Blastococcus sp. URHD0036,undefined,week9,2.1443444000155787e-6,0.000272073726388646,3.181271451834274e-10,-2.777294925923422e-9,-82.53637501276829,5.604272263571781e-7,0.0009732359915356172
Sphingomonas sp. URHD0057,positive,week9,1.1008274148765731e-7,0.00033325914195914163,2.1299710321968325e-11,-9.426557875417995e-11,-436.5831478842632,2.877026912340846e-8,0.06642335768327667
Solirubrobacterales bacterium URHD0059,negative,week9,5.1993543057898837e-8,0.0003197803923602059,4.439674572134494e-12,-3.873768422759373e-11,-228.13287040107724,1.358858079150395e-8,0.017761557178885112
Bradyrhizobium sp. URHD0069,positive,week9,1.9060231690840118e-6,0.00027974950700889085,1.1573030377699686e-10,-1.3966691756123608e-9,-122.71781237500909,4.981416595275046e-7,0.09245742087717804
Solirubrobacter sp. URHD0082,negative,week9,1.4957192131149513e-6,0.00023187067879606218,8.981113753687733e-11,-1.1241703072697001e-9,-97.0094403083299,3.90908181544468e-7,0.03357664231672332
Rhodospirillales bacterium URHD0088,undefined,week9,7.8236489523282e-7,0.0006555976853214687,4.7133180649626155e-11,-5.71314188362966e-10,-56.54348904775085,2.0447209330337427e-7,0.0014598540162912605
Cellulomonas sp. URHE0023,undefined,week9,2.322578522174242e-7,0.0008051807355452141,1.5817156824555887e-11,-1.7027299916346206e-10,-63.334556887944316,6.0700894836175e-8,0.00048661802475564314
Dongia sp. URHE0060,positive,week9,0.9996035148128012,0.0007690194997245683,0.0003742056392171768,-0.0017382183675628982,-83.14872084422957,0.26124769195627096,0.016058394179203864
Acidobacteriaceae bacterium URHE0068,positive,week9,1.4645811382977546e-9,0.0003508986653486953,2.7612546264475556e-13,-1.3112921055014999e-12,-218.03390104776113,3.827702047792725e-10,0.00048661802475564314
Micromonosporaceae bacterium URHE0070,negative,week9,2.0083636594611494e-8,0.0006869075273933924,2.728787218365082e-12,-1.5865252819363124e-11,-209.33889098779426,5.24888481150783e-9,0.0014598540162912605
Bradyrhizobium sp. URHA0002,positive,week12,8.653454541619931e-7,-0.0001338013956639389,3.812937919748745e-12,-7.46154216434624e-11,-104.7091834847562,2.7895608318797567e-8,0.11606677098838937
Bradyrhizobium sp. URHA0013,positive,week12,0.00034799320488943403,-0.00010878491431847837,6.80737114614486e-10,-4.1803977127203455e-8,-0.4451499063501849,1.1218042568443973e-5,0.1165884194186941
Paenibacillus sp. URHA0014,negative,week12,6.539918192611445e-7,-0.00011872778240015788,6.238228845280198e-13,-6.127580645778233e-11,-0.3663393868789757,2.108233139269666e-8,0.0005216484303047304
Lysobacter sp. URHA0019,undefined,week12,1.069616908101423e-8,-0.00011698507503670098,6.699306274411192e-14,-9.499878371224846e-13,-15.395111880008674,3.4480581340148773e-10,0.0
Nocardioides sp. URHA0020,undefined,week12,3.367941692174811e-8,-0.00011968323370812452,2.636073651326933e-13,-3.0629239045490885e-12,-21.923083216690138,1.0857026154536102e-9,0.0
Comamonadaceae bacterium URHA0028,positive,week12,2.4684759578826694e-7,-0.00012014716113950674,1.282153060610067e-12,-2.1966663956160522e-11,-13.805368086161915,7.957473877544981e-9,0.03573291601536804
Geodermatophilaceae bacterium URHA0031,negative,week12,1.051520859420127e-6,-0.0001223907343569736,6.764369622785361e-12,-1.0763917288871103e-10,-11.70284450381969,3.3897230166691494e-8,0.013041210198275538
Nocardioides sp. URHA0032,undefined,week12,2.0467408604068026e-5,-0.00011098690258584444,3.4871634239308894e-11,-1.9118878951702713e-9,-0.9206119155257029,6.59795242436192e-7,0.0018257694749919608
Caulobacter sp. URHA0033,positive,week12,2.3241826033099067e-6,-0.00012548291854203494,9.883810736710563e-13,-2.2209993082373648e-10,0.04396881649689088,7.492324279450062e-8,0.03468961921690776
Microbacterium sp. URHA0036,undefined,week12,4.6006191123448974e-7,-0.00013211631963981865,1.1451751908694322e-13,-4.100596756060096e-11,-0.9488033165424756,1.4830732416134313e-8,0.0013041210446872301
Streptomyces sp. URHA0041,positive,week12,4.298735636329848e-7,-0.00010656511135213068,3.5812730645435836e-13,-3.568471801487226e-11,-0.4954647536725483,1.3857569251720613e-8,0.015388628103572227
Burkholderia sp. URHA0054,positive,week12,2.6752177291634044e-7,-0.00013112986033988756,5.896095340447327e-13,-2.2749669178100647e-11,-21.072555542085016,8.62393458951195e-9,0.026082420458700267
Mesorhizobium sp. URHA0056,positive,week12,1.6077753230527992e-6,-0.00010988066781726819,2.097790334449859e-12,-1.457445047916476e-10,-0.6919840080859534,5.1828862636069495e-8,0.0477308294151833
Staphylococcus sp. URHA0057,undefined,week12,7.980558530962074e-10,-0.00011147571243083515,9.81037410328679e-16,-7.529342039909113e-14,-0.5813993170306382,2.572643490229527e-11,0.0
Mesorhizobium sp. URHB0007,positive,week12,2.491361110739349e-6,-0.0001215911380592104,1.4427061316979502e-12,-2.216891775233554e-10,-0.20547845924451136,8.031247334993137e-8,0.06051121542938107
Bacillus sp. URHB0009,negative,week12,0.00024479066283364473,-0.0001178213362781387,2.470866545786498e-10,-2.418148642787378e-8,-0.3633059823992635,7.891165797038873e-6,0.05659885235746857
Intrasporangiaceae bacterium URHB0013,undefined,week12,4.64318730372089e-6,-0.00012127453110041352,2.8682348470309024e-12,-4.570708004216309e-10,-0.07312200908337063,1.496795687230416e-7,0.002608242027225269
Pseudomonas sp. URHB0015,positive,week12,1.1843456000605245e-7,-0.00011235930180267243,4.928352343471148e-14,-9.963373924368519e-12,0.24031835487751452,3.817901950542277e-9,0.0
Variovorax sp. URHB0020,positive,week12,3.3675245436717776e-5,-0.00012155162239422561,1.83454599209224e-11,-2.9596542860740127e-9,-0.18185249528809488,1.0855681418604872e-6,0.0477308294151833
Marmoricola sp. URHB0036,undefined,week12,7.344279401645052e-8,-0.0001297697735971368,2.0488058933550042e-13,-6.467800634179213e-12,-17.391869913785495,2.367530107042672e-9,0.0010432967984602695
Mycobacterium sp. URHB0044,positive,week12,3.197441880772185e-7,-0.0001304011018831801,6.730352432232183e-13,-2.7724395461692817e-11,-13.881461043517648,1.0307396415980135e-8,0.010432968171050268
Geodermatophilaceae bacterium URHB0048,negative,week12,1.0061366500323117e-6,-0.00013270222758037816,7.079498208088699e-12,-9.20380624873575e-11,-83.96276270192119,3.2434207367124336e-8,0.04147104850012331
Flavobacterium sp. URHB0058,undefined,week12,2.481255199848107e-6,-0.0001261441119136338,9.67137472409484e-13,-2.601892331837306e-10,0.09903656950500195,7.998669532617118e-8,0.0
Geodermatophilaceae bacterium URHB0062,negative,week12,7.96447812736788e-7,-0.0001260186952302282,4.654383095608662e-12,-7.360568396025746e-11,-18.11849920568085,2.5674597495845124e-8,0.025039123598090806
Mesorhizobium sp. URHC0008,positive,week12,1.6440105852166712e-7,-0.00011622731530362336,1.1764281399836195e-12,-1.526827957536896e-11,-11.326928806300886,5.2996956460091704e-9,0.011997913399815268
Sphingomonas sp. URHD0007,positive,week12,3.150140479282369e-5,-0.0001152716997901542,1.0747228076488554e-10,-2.858071883603492e-9,-4.114640231684088,1.0154913801950816e-6,0.08372456961462911
Rhodospirillales bacterium URHD0017,positive,week12,2.532705927380966e-7,-0.00011367502881414253,1.697616662537618e-13,-2.0983777923879145e-11,-0.3310128754463775,8.1645280733965e-9,0.0023474178431475
Cellulomonas sp. URHD0024,undefined,week12,1.3024849266471106e-7,-0.00012489423671157283,5.0543708924997e-14,-1.1099784710393167e-11,-0.20925465109985408,4.1987404198097176e-9,0.0
Mycobacterium sp. URHD0025,positive,week12,1.271651048287492e-8,-0.00011946445016910454,6.66294973710306e-14,-1.5217260331749785e-12,-9.114137196374658,4.0993431456306644e-10,0.010172143986972498
Blastococcus sp. URHD0036,undefined,week12,2.4455605964573945e-6,-0.00011559276007329311,7.458411033089654e-12,-3.5111018264619836e-10,-1.7288612557418626,7.883603038595213e-8,0.0005216484303047304
Sphingomonas sp. URHD0057,positive,week12,2.0268389999315076e-7,-0.00011745494256049607,4.051820780480211e-12,-2.0567504229159703e-11,-60.30587632339302,6.533796022781025e-9,0.04590506000234053
Solirubrobacterales bacterium URHD0059,negative,week12,1.170187771122898e-7,-0.00012556352179631804,3.8932514304208606e-13,-9.893023254542796e-12,-17.371508150533597,3.772262229574305e-9,0.013041210198275538
Bradyrhizobium sp. URHD0069,positive,week12,4.148996395641832e-6,-0.0001298157342346301,1.487814232177411e-11,-3.5826025856491953e-10,-23.80364293437034,1.3374864086044074e-7,0.1165884194186941
Solirubrobacter sp. URHD0082,negative,week12,3.1891241681078134e-6,-0.00012887288683980985,1.0758616353475989e-11,-2.822559393494883e-10,-15.693567238504212,1.0280583118067996e-7,0.023213354185248034
Rhodospirillales bacterium URHD0088,undefined,week12,1.919052745714044e-6,-0.00011911136589468634,3.7322916074869036e-13,-1.583019651086009e-10,0.4674596850656604,6.186332115119722e-8,0.0015649452287649999
Cellulomonas sp. URHE0023,undefined,week12,6.049385804669868e-7,-0.00010918554261089098,1.7212736941784663e-13,-4.951974273615891e-11,0.45343362791598063,1.9501032352424466e-8,0.0005216484303047304
Dongia sp. URHE0060,positive,week12,0.9992884499957065,-8.98075773769738e-5,2.5545981943980835e-6,-0.00016898741477877583,0.022526419586638036,0.03221344616130635,0.03338549817222053
Acidobacteriaceae bacterium URHE0068,positive,week12,2.800282191265008e-9,-0.00012244175830355156,2.7140088523919252e-14,-2.704306286881052e-13,-24.661280377336666,9.027097191523417e-11,0.0015649452287649999
Micromonosporaceae bacterium URHE0070,negative,week12,4.896147299576877e-8,-0.00010529942569076276,1.6486486836394202e-13,-4.094389902279178e-12,-6.118090512560517,1.5783408427608952e-9,0.0010432967984602695
Bradyrhizobium sp. URHA0002,positive,dead,5.10706795365486e-6,-0.0001335907909469134,5.634518642198637e-13,-1.0997202816629589e-11,-40.65599277592318,4.114047207584823e-9,NaN
Bradyrhizobium sp. URHA0013,positive,dead,0.0009969272285030122,-0.00010146670111541832,6.244532782414813e-11,-2.9548528990111036e-9,0.26789043881717167,8.030842193225438e-7,NaN
Paenibacillus sp. URHA0014,negative,dead,3.307252864839708e-6,-0.0001161511666067097,8.898708334400204e-14,-7.690711778859072e-12,0.262291934075806,2.6641890291734754e-9,NaN
Lysobacter sp. URHA0019,undefined,dead,6.01660384343529e-8,-0.00011515891116106504,9.521233794656473e-15,-1.3271919906972578e-13,-5.373903024891122,4.8467325020641144e-11,NaN
Nocardioides sp. URHA0020,undefined,dead,1.8051797273402632e-7,-0.0001179654914760161,3.5599165051845005e-14,-4.08037323976351e-13,-7.811943687610118,1.4541797140447524e-10,NaN
Comamonadaceae bacterium URHA0028,positive,dead,1.3824764414670475e-6,-0.00011799939743910985,1.819813478026992e-13,-3.056506977625368e-12,-4.609793040332985,1.1136670581207e-9,NaN
Geodermatophilaceae bacterium URHA0031,negative,dead,4.388279640535037e-6,-0.00011947891065243506,7.23163914025137e-13,-1.1154932454159637e-11,-4.034701067911215,3.5350204393353525e-9,NaN
Nocardioides sp. URHA0032,undefined,dead,0.00010502343547135409,-0.00010674215686219706,4.891588169350579e-12,-2.4230952620003746e-10,0.12588150591177183,8.460262823068145e-8,NaN
Caulobacter sp. URHA0033,positive,dead,1.1226464354427157e-5,-0.00012387909247104685,1.4258141806933027e-13,-2.6693360081212416e-11,0.45851203979864463,9.043585232761309e-9,NaN
Microbacterium sp. URHA0036,undefined,dead,2.549732433100957e-6,-0.000131576173635492,1.754584625815131e-14,-5.670205053973735e-12,0.06117418852271639,2.053961234054172e-9,NaN
Streptomyces sp. URHA0041,positive,dead,2.769610744276956e-6,-0.0001027633098310449,6.748688691016895e-14,-5.6851412045463244e-12,0.37825806390008454,2.2310863007873685e-9,NaN
Burkholderia sp. URHA0054,positive,dead,1.623757198423597e-6,-0.00013056345093884095,9.027161150089228e-14,-3.4448455725957596e-12,-7.5169984852680525,1.30803306879629e-9,NaN
Mesorhizobium sp. URHA0056,positive,dead,8.787011790925401e-6,-0.00010503205947381961,3.3929449521241274e-13,-1.966086506280937e-11,0.27256002789105516,7.078460997488938e-9,NaN
Staphylococcus sp. URHA0057,undefined,dead,4.004536403577234e-9,-0.00011205052460693501,1.2908084187392492e-16,-9.34676536812093e-15,0.27597568728529553,3.2258924217012828e-12,NaN
Mesorhizobium sp. URHB0007,positive,dead,1.3950077298222885e-5,-0.00011968763063399332,2.3249252491497826e-13,-3.0847457340242845e-11,0.37208356407207543,1.1237617567487894e-8,NaN
Bacillus sp. URHB0009,negative,dead,0.0011104678032783056,-0.00011424307552500584,3.352577988511851e-11,-2.7177989205290763e-9,0.3227904643452091,8.9454791019973e-7,NaN
Intrasporangiaceae bacterium URHB0013,undefined,dead,2.1175928135809138e-5,-0.00011814512881507102,4.1087876316775867e-13,-5.1702629270777566e-11,0.4712556412159946,1.7058470497302894e-8,NaN
Pseudomonas sp. URHB0015,positive,dead,7.422318651108533e-7,-0.00010943218168152835,9.894362055094575e-15,-1.5468137244039654e-12,0.6174564718963471,5.979119447303412e-10,NaN
Variovorax sp. URHB0020,positive,dead,0.000193112147590174,-0.00011977650081128552,2.9348980885558295e-12,-4.217694015378688e-10,0.3991266111831956,1.5556332885202782e-7,NaN
Marmoricola sp. URHB0036,undefined,dead,4.1735669094555864e-7,-0.0001290290548971247,2.9433172347767996e-14,-9.162922888519304e-13,-6.177455347842983,3.3620565548234644e-10,NaN
Mycobacterium sp. URHB0044,positive,dead,1.8712109825723698e-6,-0.00012972094960237758,9.967473494393449e-14,-4.046438155421481e-12,-5.273123186865361,1.5073718202916566e-9,NaN
Geodermatophilaceae bacterium URHB0048,negative,dead,5.288718824810391e-6,-0.0001323288968538754,9.318110430265234e-13,-1.2076516488595148e-11,-34.941223293706834,4.2603777960975425e-9,NaN
Flavobacterium sp. URHB0058,undefined,dead,9.772570630910708e-6,-0.00012382062016367266,1.2573642024065977e-13,-2.547807107944333e-11,0.527952461359789,7.872387303217923e-9,NaN
Geodermatophilaceae bacterium URHB0062,negative,dead,4.117337628779354e-6,-0.0001248018952906042,6.071242979262415e-13,-9.477052556803007e-12,-7.80372181599499,3.316760522491448e-9,NaN
Mesorhizobium sp. URHC0008,positive,dead,8.463048694466712e-7,-0.00011381855132701346,1.5353950193145644e-13,-1.951297364911632e-12,-4.6273950949228775,6.817489441120163e-10,NaN
Sphingomonas sp. URHD0007,positive,dead,0.0001703026168896334,-0.00011268580347203349,1.5003697857534087e-11,-3.832151538443626e-10,-1.4112114199750851,1.3718889425737484e-7,NaN
Rhodospirillales bacterium URHD0017,positive,dead,1.62721123846568e-6,-0.00011141806565476768,3.115813317029934e-14,-3.3468902681629393e-12,0.3291082981280278,1.310815503633455e-9,NaN
Cellulomonas sp. URHD0024,undefined,dead,7.898415971841198e-7,-0.00012380297169692987,8.504888082276598e-15,-1.6760223828739267e-12,0.35506877983547214,6.362644176301214e-10,NaN
Mycobacterium sp. URHD0025,positive,dead,4.7217060728717366e-7,0.032392138709133975,1.997542977663882e-11,-2.1455123455294845e-11,-1259.6320602145322,3.803615276008339e-10,NaN
Blastococcus sp. URHD0036,undefined,dead,4.144397959068197e-6,-0.00010910893079650983,3.571895491891535e-13,-1.4728982552022766e-11,-0.2028024517622511,3.338559229160597e-9,NaN
Sphingomonas sp. URHD0057,positive,dead,8.600251599981097e-7,-0.00011526232035211466,4.3111349869294035e-13,-2.170046829724115e-12,-21.348097690199534,6.928014547781418e-10,NaN
Solirubrobacterales bacterium URHD0059,negative,dead,7.198845383389509e-7,-0.0001244317280525963,6.066194438411452e-14,-1.516285489157237e-12,-6.022923850798713,5.799098429104242e-10,NaN
Bradyrhizobium sp. URHD0069,positive,dead,2.4466086730431924e-5,-0.00012924745389205754,2.204487479865035e-12,-5.269707800706866e-11,-10.259378026372291,1.9708889074371596e-8,NaN
Solirubrobacter sp. URHD0082,negative,dead,1.7943757933806023e-5,-0.00012812064314011277,1.5244563813348855e-12,-3.9592170382853504e-11,-6.77288182505639,1.445476502193838e-8,NaN
Rhodospirillales bacterium URHD0088,undefined,dead,1.2398626302520309e-5,-0.00011739277904867063,7.834554850763797e-14,-2.542015789413865e-11,0.708757030517176,9.98783144862353e-9,NaN
Cellulomonas sp. URHE0023,undefined,dead,3.984036009015683e-6,-0.00010623041216525234,3.782505518112546e-14,-8.079347503283546e-12,0.7127919424657051,3.209378133705569e-9,NaN
Dongia sp. URHE0060,positive,dead,0.9972568690978739,-7.400911359995966e-5,9.326470044482133e-8,-4.135195989778301e-6,0.4676050338525818,0.000803349764441799,NaN
Acidobacteriaceae bacterium URHE0068,positive,dead,1.3236748989471576e-8,-0.00012169436743308015,3.225518272667637e-15,-3.180045453311951e-14,-10.201198667910646,1.066298915773483e-11,NaN
Micromonosporaceae bacterium URHE0070,negative,dead,3.103166726522152e-7,-0.00010201517895217904,2.710892582200463e-14,-6.430104328810583e-13,-1.676819229199828,2.499785497622414e-10,NaN
