isolate,response,sample,relabundance,measurement,rgrowth,BR,BP,CUE,biomass
Sphingomonas sp. URHD0007,positive,week12,0.0007778043719900977,0.08372456961462911,-0.00013389829272761295,1.1109597435213e-8,-1.3838938573480718e-8,-19.34722203406553,0.00012000543625087462
Rhodospirillales bacterium URHD0017,positive,week12,1.1893861698209636e-5,0.0023474178431475,-0.0001324839780848119,1.59204023996151e-11,-5.250844873593318e-11,-0.5191244071581591,1.8350733336060334e-6
Cellulomonas sp. URHD0024,undefined,week12,6.619201394542255e-6,0.0,-0.0001335118092292722,8.146190690651023e-12,-3.01887113682177e-11,-0.6510295229974987,1.021259560359676e-6
Mycobacterium sp. URHD0025,positive,week12,1.14867646763273e-5,0.010172143986972498,-0.000134135636387214,2.445578757278788e-10,-2.9707484362988726e-10,-21.907628346019713,1.7722633810437668e-6
Blastococcus sp. URHD0036,undefined,week12,5.4143641322468404e-5,0.0005216484303047304,-0.0001333941914285166,5.971746252285305e-10,-8.866162004020778e-10,-6.695805341385203,8.353683176772403e-6
Sphingomonas sp. URHD0057,positive,week12,2.1957178085692602e-5,0.04590506000234053,-0.00013384764009200502,2.084603265052167e-9,-2.1600404338149383e-9,-196.81971376840923,3.3877165388898473e-6
Solirubrobacterales bacterium URHD0059,negative,week12,1.833200628454351e-5,0.013041210198275538,-0.00013406084782027484,2.79812502600288e-10,-3.4343786191312657e-10,-34.9141500613124,2.8283981046566125e-6
Bradyrhizobium sp. URHD0069,positive,week12,0.00038418223251997886,0.1165884194186941,-0.0001341737731447058,6.5297959467108154e-9,-7.87414445709879e-9,-35.25574088873971,5.9274488642218595e-5
Solirubrobacter sp. URHD0082,negative,week12,0.00027828935689811277,0.023213354185248034,-0.000134375051278127,4.417030414195318e-9,-5.417511526714873e-9,-31.451793923155194,4.293654919049303e-5
Rhodospirillales bacterium URHD0088,undefined,week12,7.907326880603255e-5,0.0015649452287649999,-0.00013189825362753098,3.161059835492846e-11,-2.632625534398963e-10,0.611534796293288,1.2200011288920114e-5
Cellulomonas sp. URHE0023,undefined,week12,2.2929822723581902e-5,0.0005216484303047304,-0.00013193893925729348,8.069141941864444e-12,-7.624632575885598e-11,0.6322965127997353,3.5377833786895923e-6
Dongia sp. URHE0060,positive,week12,0.9876467715586511,0.03338549817222053,-0.0001275021509688297,2.746098978427373e-6,-5.808132317639364e-6,0.4428000832245078,0.15238148042213984
Acidobacteriaceae bacterium URHE0068,positive,week12,2.6007837836902163e-7,0.0015649452287649999,-0.00013422250489123275,1.1636520385620629e-11,-1.2572833938263822e-11,-76.65376730558978,4.0126824146974354e-8
Micromonosporaceae bacterium URHE0070,negative,week12,4.619384983988114e-6,0.0010432967984602695,-0.00013236712132736576,6.39463901843496e-11,-7.845693029355352e-11,-18.156256802679284,7.127130293647806e-7
